Product Type,Manufacturer name,Manufacturer shipping cost,Manufacturer shipping time,Manufacturer transport mode,Manufacturer routes ,Manufacturer destinations,Product ID,Manufacturer cost,Manufacturer defect rates
Phone,Manufacturer 2,4.78,11,rail,Route 11,Distributor 2,65046fa2fc13ae02b6fd59a8,120,0.3
Laptop,Manufacturer 3,9.5,12,rail,Route 11,Distributor 4,65046fa2fc13ae02b6fd59a9,480,0.4
Tablet,Manufacturer 1,3.65,3,road,Route 11,Distributor 4,65046fa2fc13ae02b6fd59aa,160,0.1
Phone,Manufacturer 2,5.58,10,sea,Route 14,Distributor 1,65046fa2fc13ae02b6fd59ab,120,0.3
Laptop,Manufacturer 2,6.11,10,road,Route 12,Distributor 1,65046fa2fc13ae02b6fd59ac,400,0.1
Tablet,Manufacturer 3,3.6,4,air,Route 11,Distributor 1,65046fa2fc13ae02b6fd59ad,165,0.5
Phone,Manufacturer 2,9.47,2,sea,Route 13,Distributor 3,65046fa2fc13ae02b6fd59ae,120,0.3
Laptop,Manufacturer 1,8.36,12,rail,Route 11,Distributor 3,65046fa2fc13ae02b6fd59af,470,0.8
Tablet,Manufacturer 1,3.07,10,air,Route 12,Distributor 1,65046fa2fc13ae02b6fd59b0,160,0.1
Phone,Manufacturer 1,8.99,8,air,Route 13,Distributor 4,65046fa2fc13ae02b6fd59b1,100,0.6
Laptop,Manufacturer 1,4.27,1,rail,Route 12,Distributor 3,65046fa2fc13ae02b6fd59b2,470,0.8
Tablet,Manufacturer 1,9.96,5,road,Route 11,Distributor 2,65046fa2fc13ae02b6fd59b3,160,0.1
Phone,Manufacturer 1,7.83,12,rail,Route 15,Distributor 3,65046fa2fc13ae02b6fd59b4,100,0.6
Laptop,Manufacturer 1,6.15,8,air,Route 11,Distributor 3,65046fa2fc13ae02b6fd59b5,470,0.8
Tablet,Manufacturer 3,5.85,3,rail,Route 12,Distributor 2,65046fa2fc13ae02b6fd59b6,165,0.5
Phone,Manufacturer 2,5.84,6,road,Route 15,Distributor 4,65046fa2fc13ae02b6fd59b7,120,0.3
Laptop,Manufacturer 1,3.83,4,road,Route 11,Distributor 2,65046fa2fc13ae02b6fd59b8,470,0.8
Tablet,Manufacturer 1,5.0,12,road,Route 15,Distributor 1,65046fa2fc13ae02b6fd59b9,160,0.1
Phone,Manufacturer 2,5.3,6,air,Route 12,Distributor 2,65046fa2fc13ae02b6fd59ba,120,0.3
Laptop,Manufacturer 3,9.04,6,rail,Route 15,Distributor 4,65046fa2fc13ae02b6fd59bb,480,0.4
Tablet,Manufacturer 3,5.76,1,sea,Route 14,Distributor 1,65046fa2fc13ae02b6fd59bc,165,0.5
Phone,Manufacturer 3,9.0,6,sea,Route 14,Distributor 4,65046fa2fc13ae02b6fd59bd,133,0.4
Laptop,Manufacturer 2,4.47,4,sea,Route 14,Distributor 3,65046fa2fc13ae02b6fd59be,400,0.1
Tablet,Manufacturer 1,6.13,11,sea,Route 14,Distributor 2,65046fa2fc13ae02b6fd59bf,160,0.1
Phone,Manufacturer 1,6.36,4,road,Route 12,Distributor 3,65046fa2fc13ae02b6fd59c0,100,0.6
Laptop,Manufacturer 2,3.94,8,road,Route 12,Distributor 1,65046fa2fc13ae02b6fd59c1,400,0.1
Tablet,Manufacturer 1,3.22,3,rail,Route 11,Distributor 3,65046fa2fc13ae02b6fd59c2,160,0.1
Phone,Manufacturer 3,6.26,12,road,Route 15,Distributor 4,65046fa2fc13ae02b6fd59c3,133,0.4
Laptop,Manufacturer 3,4.57,12,air,Route 11,Distributor 1,65046fa2fc13ae02b6fd59c4,480,0.4
Tablet,Manufacturer 3,6.33,8,rail,Route 12,Distributor 1,65046fa2fc13ae02b6fd59c5,165,0.5
Phone,Manufacturer 3,5.56,2,road,Route 15,Distributor 1,65046fa2fc13ae02b6fd59c6,133,0.4
Laptop,Manufacturer 3,7.91,10,sea,Route 13,Distributor 4,65046fa2fc13ae02b6fd59c7,480,0.4
Tablet,Manufacturer 3,5.19,1,sea,Route 16,Distributor 3,65046fa2fc13ae02b6fd59c8,165,0.5
Phone,Manufacturer 3,6.13,9,rail,Route 12,Distributor 1,65046fa2fc13ae02b6fd59c9,133,0.4
Laptop,Manufacturer 3,3.24,5,road,Route 12,Distributor 2,65046fa2fc13ae02b6fd59ca,480,0.4
Tablet,Manufacturer 1,4.56,10,rail,Route 12,Distributor 3,65046fa2fc13ae02b6fd59cb,160,0.1
Phone,Manufacturer 2,8.37,10,air,Route 12,Distributor 2,65046fa2fc13ae02b6fd59cc,120,0.3
Laptop,Manufacturer 2,4.37,7,sea,Route 16,Distributor 2,65046fa2fc13ae02b6fd59cd,400,0.1
Tablet,Manufacturer 1,8.86,6,sea,Route 16,Distributor 2,65046fa2fc13ae02b6fd59ce,160,0.1
Phone,Manufacturer 1,5.07,10,rail,Route 15,Distributor 3,65046fa2fc13ae02b6fd59cf,100,0.6
Laptop,Manufacturer 3,3.04,8,air,Route 13,Distributor 1,65046fa2fc13ae02b6fd59d0,480,0.4
Tablet,Manufacturer 3,8.74,4,sea,Route 16,Distributor 1,65046fa2fc13ae02b6fd59d1,165,0.5
Phone,Manufacturer 1,9.09,7,air,Route 11,Distributor 4,65046fa2fc13ae02b6fd59d2,100,0.6
Laptop,Manufacturer 1,6.53,8,road,Route 12,Distributor 4,65046fa2fc13ae02b6fd59d3,470,0.8
Tablet,Manufacturer 2,6.73,4,air,Route 16,Distributor 2,65046fa2fc13ae02b6fd59d4,170,1.0
Phone,Manufacturer 2,5.81,8,rail,Route 11,Distributor 3,65046fa2fc13ae02b6fd59d5,120,0.3
Laptop,Manufacturer 1,8.96,3,road,Route 12,Distributor 1,65046fa2fc13ae02b6fd59d6,470,0.8
Tablet,Manufacturer 2,4.58,7,road,Route 15,Distributor 3,65046fa2fc13ae02b6fd59d7,170,1.0
Phone,Manufacturer 2,9.04,11,road,Route 12,Distributor 3,65046fa2fc13ae02b6fd59d8,120,0.3
Laptop,Manufacturer 1,3.87,9,road,Route 11,Distributor 2,65046fa2fc13ae02b6fd59d9,470,0.8
Tablet,Manufacturer 2,3.12,7,sea,Route 16,Distributor 3,65046fa2fc13ae02b6fd59da,170,1.0
Phone,Manufacturer 3,4.64,2,sea,Route 16,Distributor 4,65046fa2fc13ae02b6fd59db,133,0.4
Laptop,Manufacturer 1,4.16,11,air,Route 11,Distributor 4,65046fa2fc13ae02b6fd59dc,470,0.8
Tablet,Manufacturer 1,4.37,8,rail,Route 11,Distributor 1,65046fa2fc13ae02b6fd59dd,160,0.1
Phone,Manufacturer 2,4.29,9,rail,Route 11,Distributor 2,65046fa2fc13ae02b6fd59de,120,0.3
Laptop,Manufacturer 1,3.6,6,rail,Route 15,Distributor 1,65046fa2fc13ae02b6fd59df,470,0.8
Tablet,Manufacturer 3,3.47,7,road,Route 12,Distributor 2,65046fa2fc13ae02b6fd59e0,165,0.5
Phone,Manufacturer 3,4.26,6,rail,Route 12,Distributor 4,65046fa2fc13ae02b6fd59e1,133,0.4
Laptop,Manufacturer 1,8.09,4,road,Route 11,Distributor 2,65046fa2fc13ae02b6fd59e2,470,0.8
Tablet,Manufacturer 2,6.91,7,road,Route 11,Distributor 3,65046fa2fc13ae02b6fd59e3,170,1.0
Phone,Manufacturer 3,9.07,5,road,Route 11,Distributor 4,65046fa2fc13ae02b6fd59e4,133,0.4
Laptop,Manufacturer 2,7.06,4,rail,Route 15,Distributor 3,65046fa2fc13ae02b6fd59e5,400,0.1
Tablet,Manufacturer 1,4.63,12,road,Route 11,Distributor 4,65046fa2fc13ae02b6fd59e6,160,0.1
Phone,Manufacturer 1,3.73,6,sea,Route 16,Distributor 1,65046fa2fc13ae02b6fd59e7,100,0.6
Laptop,Manufacturer 1,5.53,3,sea,Route 13,Distributor 3,65046fa2fc13ae02b6fd59e8,470,0.8
Tablet,Manufacturer 1,9.41,10,rail,Route 11,Distributor 1,65046fa2fc13ae02b6fd59e9,160,0.1
Phone,Manufacturer 3,4.86,1,rail,Route 12,Distributor 2,65046fa2fc13ae02b6fd59ea,133,0.4
Laptop,Manufacturer 3,7.29,9,road,Route 12,Distributor 1,65046fa2fc13ae02b6fd59eb,480,0.4
Tablet,Manufacturer 1,9.13,12,road,Route 12,Distributor 4,65046fa2fc13ae02b6fd59ec,160,0.1
Phone,Manufacturer 3,6.29,4,air,Route 12,Distributor 1,65046fa2fc13ae02b6fd59ed,133,0.4
Laptop,Manufacturer 3,4.81,9,sea,Route 16,Distributor 4,65046fa2fc13ae02b6fd59ee,480,0.4
Tablet,Manufacturer 3,9.05,12,sea,Route 16,Distributor 1,65046fa2fc13ae02b6fd59ef,165,0.5
Phone,Manufacturer 3,9.56,3,sea,Route 16,Distributor 4,65046fa2fc13ae02b6fd59f0,133,0.4
Laptop,Manufacturer 1,8.86,12,sea,Route 16,Distributor 1,65046fa2fc13ae02b6fd59f1,470,0.8
Tablet,Manufacturer 1,4.49,11,air,Route 13,Distributor 1,65046fa2fc13ae02b6fd59f2,160,0.1
Phone,Manufacturer 1,8.82,12,road,Route 11,Distributor 2,65046fa2fc13ae02b6fd59f3,100,0.6
Laptop,Manufacturer 2,4.35,7,air,Route 16,Distributor 2,65046fa2fc13ae02b6fd59f4,400,0.1
Tablet,Manufacturer 1,7.28,7,air,Route 16,Distributor 4,65046fa2fc13ae02b6fd59f5,160,0.1
Phone,Manufacturer 3,8.08,6,rail,Route 11,Distributor 2,65046fa2fc13ae02b6fd59f6,133,0.4
Laptop,Manufacturer 3,6.99,5,sea,Route 13,Distributor 2,65046fa2fc13ae02b6fd59f7,480,0.4
Tablet,Manufacturer 3,7.94,8,air,Route 11,Distributor 1,65046fa2fc13ae02b6fd59f8,165,0.5
Phone,Manufacturer 1,7.83,1,road,Route 11,Distributor 1,65046fa2fc13ae02b6fd59f9,100,0.6
Laptop,Manufacturer 1,4.48,3,road,Route 11,Distributor 2,65046fa2fc13ae02b6fd59fa,470,0.8
Tablet,Manufacturer 3,9.87,8,air,Route 12,Distributor 1,65046fa2fc13ae02b6fd59fb,165,0.5
Phone,Manufacturer 2,9.77,12,road,Route 15,Distributor 4,65046fa2fc13ae02b6fd59fc,120,0.3
Laptop,Manufacturer 2,6.06,4,road,Route 12,Distributor 1,65046fa2fc13ae02b6fd59fd,400,0.1
Tablet,Manufacturer 3,7.45,7,rail,Route 15,Distributor 4,65046fa2fc13ae02b6fd59fe,165,0.5
Phone,Manufacturer 2,5.93,5,road,Route 15,Distributor 2,65046fa2fc13ae02b6fd59ff,120,0.3
Laptop,Manufacturer 2,8.62,6,rail,Route 11,Distributor 4,65046fa2fc13ae02b6fd5a00,400,0.1
Tablet,Manufacturer 1,6.64,6,sea,Route 13,Distributor 2,65046fa2fc13ae02b6fd5a01,160,0.1
Phone,Manufacturer 2,6.15,9,road,Route 12,Distributor 1,65046fa2fc13ae02b6fd5a02,120,0.3
Laptop,Manufacturer 3,5.27,1,road,Route 11,Distributor 4,65046fa2fc13ae02b6fd5a03,480,0.4
Tablet,Manufacturer 2,9.9,8,sea,Route 16,Distributor 3,65046fa2fc13ae02b6fd5a04,170,1.0
Phone,Manufacturer 3,3.6,9,rail,Route 12,Distributor 4,65046fa2fc13ae02b6fd5a05,133,0.4
Laptop,Manufacturer 1,4.48,5,road,Route 11,Distributor 3,65046fa2fc13ae02b6fd5a06,470,0.8
Tablet,Manufacturer 1,9.4,2,road,Route 11,Distributor 3,65046fa2fc13ae02b6fd5a07,160,0.1
Phone,Manufacturer 3,7.84,6,rail,Route 15,Distributor 3,65046fa2fc13ae02b6fd5a08,133,0.4
Laptop,Manufacturer 1,3.36,5,road,Route 15,Distributor 3,65046fa2fc13ae02b6fd5a09,470,0.8
Tablet,Manufacturer 1,5.11,3,air,Route 13,Distributor 1,65046fa2fc13ae02b6fd5a0a,160,0.1
Phone,Manufacturer 3,3.19,3,road,Route 11,Distributor 3,65046fa2fc13ae02b6fd5a0b,133,0.4
Laptop,Manufacturer 2,5.38,10,sea,Route 13,Distributor 1,65046fa2fc13ae02b6fd5a0c,400,0.1
Tablet,Manufacturer 3,3.52,10,rail,Route 12,Distributor 1,65046fa2fc13ae02b6fd5a0d,165,0.5
Phone,Manufacturer 3,4.22,1,rail,Route 12,Distributor 2,65046fa2fc13ae02b6fd5a0e,133,0.4
Laptop,Manufacturer 1,4.3,4,air,Route 13,Distributor 3,65046fa2fc13ae02b6fd5a0f,470,0.8
Tablet,Manufacturer 3,6.87,12,rail,Route 15,Distributor 2,65046fa2fc13ae02b6fd5a10,165,0.5
Phone,Manufacturer 1,8.94,3,road,Route 12,Distributor 2,65046fa2fc13ae02b6fd5a11,100,0.6
Laptop,Manufacturer 3,5.09,1,road,Route 11,Distributor 2,65046fa2fc13ae02b6fd5a12,480,0.4
Tablet,Manufacturer 3,9.23,2,rail,Route 15,Distributor 4,65046fa2fc13ae02b6fd5a13,165,0.5
Phone,Manufacturer 1,8.18,9,air,Route 12,Distributor 3,65046fa2fc13ae02b6fd5a14,100,0.6
Laptop,Manufacturer 3,8.58,8,rail,Route 12,Distributor 1,65046fa2fc13ae02b6fd5a15,480,0.4
Tablet,Manufacturer 1,7.11,2,air,Route 12,Distributor 4,65046fa2fc13ae02b6fd5a16,160,0.1
Phone,Manufacturer 3,5.89,1,air,Route 13,Distributor 2,65046fa2fc13ae02b6fd5a17,133,0.4
Laptop,Manufacturer 1,5.41,4,road,Route 12,Distributor 4,65046fa2fc13ae02b6fd5a18,470,0.8
Tablet,Manufacturer 2,8.82,3,road,Route 11,Distributor 1,65046fa2fc13ae02b6fd5a19,170,1.0
Phone,Manufacturer 3,4.89,5,road,Route 11,Distributor 3,65046fa2fc13ae02b6fd5a1a,133,0.4
Laptop,Manufacturer 2,5.32,6,air,Route 16,Distributor 2,65046fa2fc13ae02b6fd5a1b,400,0.1
Tablet,Manufacturer 2,3.33,5,rail,Route 15,Distributor 1,65046fa2fc13ae02b6fd5a1c,170,1.0
Phone,Manufacturer 2,9.71,11,air,Route 11,Distributor 3,65046fa2fc13ae02b6fd5a1d,120,0.3
Laptop,Manufacturer 2,3.01,7,sea,Route 13,Distributor 1,65046fa2fc13ae02b6fd5a1e,400,0.1
Tablet,Manufacturer 3,8.49,3,rail,Route 11,Distributor 3,65046fa2fc13ae02b6fd5a1f,165,0.5
Phone,Manufacturer 2,7.43,3,rail,Route 15,Distributor 1,65046fa2fc13ae02b6fd5a20,120,0.3
Laptop,Manufacturer 1,6.04,6,sea,Route 16,Distributor 4,65046fa2fc13ae02b6fd5a21,470,0.8
Tablet,Manufacturer 1,8.54,7,air,Route 12,Distributor 1,65046fa2fc13ae02b6fd5a22,160,0.1
Phone,Manufacturer 2,8.24,1,air,Route 16,Distributor 3,65046fa2fc13ae02b6fd5a23,120,0.3
Laptop,Manufacturer 2,7.78,5,sea,Route 14,Distributor 3,65046fa2fc13ae02b6fd5a24,400,0.1
Tablet,Manufacturer 3,6.69,7,air,Route 16,Distributor 2,65046fa2fc13ae02b6fd5a25,165,0.5
Phone,Manufacturer 1,9.47,3,rail,Route 12,Distributor 3,65046fa2fc13ae02b6fd5a26,100,0.6
Laptop,Manufacturer 2,4.0,3,air,Route 13,Distributor 4,65046fa2fc13ae02b6fd5a27,400,0.1
Tablet,Manufacturer 1,6.63,1,road,Route 11,Distributor 1,65046fa2fc13ae02b6fd5a28,160,0.1
Phone,Manufacturer 2,8.19,9,air,Route 11,Distributor 4,65046fa2fc13ae02b6fd5a29,120,0.3
Laptop,Manufacturer 3,9.87,12,road,Route 12,Distributor 3,65046fa2fc13ae02b6fd5a2a,480,0.4
Tablet,Manufacturer 1,8.06,12,air,Route 11,Distributor 3,65046fa2fc13ae02b6fd5a2b,160,0.1
Phone,Manufacturer 2,5.79,12,air,Route 16,Distributor 3,65046fa2fc13ae02b6fd5a2c,120,0.3
Laptop,Manufacturer 1,4.17,8,air,Route 11,Distributor 2,65046fa2fc13ae02b6fd5a2d,470,0.8
Tablet,Manufacturer 1,3.2,6,air,Route 16,Distributor 2,65046fa2fc13ae02b6fd5a2e,160,0.1
Phone,Manufacturer 3,8.33,2,air,Route 13,Distributor 1,65046fa2fc13ae02b6fd5a2f,133,0.4
Laptop,Manufacturer 3,5.26,9,rail,Route 11,Distributor 3,65046fa2fc13ae02b6fd5a30,480,0.4
Tablet,Manufacturer 3,8.45,4,road,Route 15,Distributor 2,65046fa2fc13ae02b6fd5a31,165,0.5
Phone,Manufacturer 1,6.77,10,air,Route 11,Distributor 1,65046fa2fc13ae02b6fd5a32,100,0.6
Laptop,Manufacturer 2,4.55,6,road,Route 15,Distributor 4,65046fa2fc13ae02b6fd5a33,400,0.1
Tablet,Manufacturer 3,6.96,11,sea,Route 16,Distributor 3,65046fa2fc13ae02b6fd5a34,165,0.5
Phone,Manufacturer 3,7.43,1,air,Route 11,Distributor 4,65046fa2fc13ae02b6fd5a35,133,0.4
Laptop,Manufacturer 2,3.27,3,rail,Route 11,Distributor 4,65046fa2fc13ae02b6fd5a36,400,0.1
Tablet,Manufacturer 1,6.99,5,air,Route 13,Distributor 2,65046fa2fc13ae02b6fd5a37,160,0.1
Phone,Manufacturer 2,6.0,10,rail,Route 12,Distributor 1,65046fa2fc13ae02b6fd5a38,120,0.3
Laptop,Manufacturer 1,8.71,2,road,Route 11,Distributor 2,65046fa2fc13ae02b6fd5a39,470,0.8
Tablet,Manufacturer 2,8.5,4,rail,Route 12,Distributor 1,65046fa2fc13ae02b6fd5a3a,170,1.0
Phone,Manufacturer 2,9.73,11,road,Route 12,Distributor 2,65046fa2fc13ae02b6fd5a3b,120,0.3
Laptop,Manufacturer 1,7.61,1,air,Route 11,Distributor 3,65046fa2fc13ae02b6fd5a3c,470,0.8
Tablet,Manufacturer 2,3.76,12,road,Route 11,Distributor 1,65046fa2fc13ae02b6fd5a3d,170,1.0
Phone,Manufacturer 2,7.71,6,sea,Route 13,Distributor 3,65046fa2fc13ae02b6fd5a3e,120,0.3
Laptop,Manufacturer 1,9.82,12,rail,Route 15,Distributor 1,65046fa2fc13ae02b6fd5a3f,470,0.8
Tablet,Manufacturer 1,8.35,1,sea,Route 14,Distributor 1,65046fa2fc13ae02b6fd5a40,160,0.1
Phone,Manufacturer 1,3.63,4,rail,Route 12,Distributor 3,65046fa2fc13ae02b6fd5a41,100,0.6
Laptop,Manufacturer 2,8.7,11,rail,Route 12,Distributor 1,65046fa2fc13ae02b6fd5a42,400,0.1
Tablet,Manufacturer 3,7.42,11,sea,Route 14,Distributor 3,65046fa2fc13ae02b6fd5a43,165,0.5
Phone,Manufacturer 1,5.56,7,road,Route 11,Distributor 2,65046fa2fc13ae02b6fd5a44,100,0.6
Laptop,Manufacturer 2,8.07,9,rail,Route 11,Distributor 4,65046fa2fc13ae02b6fd5a45,400,0.1
Tablet,Manufacturer 3,9.35,4,road,Route 11,Distributor 2,65046fa2fc13ae02b6fd5a46,165,0.5
Phone,Manufacturer 1,8.76,1,air,Route 12,Distributor 3,65046fa2fc13ae02b6fd5a47,100,0.6
Laptop,Manufacturer 3,6.39,9,sea,Route 14,Distributor 1,65046fa2fc13ae02b6fd5a48,480,0.4
Tablet,Manufacturer 3,4.02,5,rail,Route 11,Distributor 3,65046fa2fc13ae02b6fd5a49,165,0.5
Phone,Manufacturer 2,3.88,1,air,Route 11,Distributor 1,65046fa2fc13ae02b6fd5a4a,120,0.3
Laptop,Manufacturer 2,9.48,10,road,Route 11,Distributor 1,65046fa2fc13ae02b6fd5a4b,400,0.1
Tablet,Manufacturer 2,5.69,4,sea,Route 16,Distributor 2,65046fa2fc13ae02b6fd5a4c,170,1.0
Phone,Manufacturer 2,8.63,3,rail,Route 15,Distributor 2,65046fa2fc13ae02b6fd5a4d,120,0.3
Laptop,Manufacturer 2,6.78,6,rail,Route 11,Distributor 4,65046fa2fc13ae02b6fd5a4e,400,0.1
Tablet,Manufacturer 1,8.89,1,air,Route 12,Distributor 4,65046fa2fc13ae02b6fd5a4f,160,0.1
Phone,Manufacturer 2,3.33,10,sea,Route 14,Distributor 3,65046fa2fc13ae02b6fd5a50,120,0.3
Laptop,Manufacturer 1,7.66,2,air,Route 16,Distributor 3,65046fa2fc13ae02b6fd5a51,470,0.8
Tablet,Manufacturer 3,8.25,12,road,Route 12,Distributor 2,65046fa2fc13ae02b6fd5a52,165,0.5
Phone,Manufacturer 2,7.5,4,air,Route 16,Distributor 4,65046fa2fc13ae02b6fd5a53,120,0.3
Laptop,Manufacturer 1,3.97,12,air,Route 13,Distributor 2,65046fa2fc13ae02b6fd5a54,470,0.8
Tablet,Manufacturer 1,5.55,7,rail,Route 12,Distributor 2,65046fa2fc13ae02b6fd5a55,160,0.1
Phone,Manufacturer 3,7.15,4,air,Route 12,Distributor 4,65046fa2fc13ae02b6fd5a56,133,0.4
Laptop,Manufacturer 3,5.32,10,air,Route 13,Distributor 2,65046fa2fc13ae02b6fd5a57,480,0.4
Tablet,Manufacturer 1,6.84,11,road,Route 12,Distributor 2,65046fa2fc13ae02b6fd5a58,160,0.1
Phone,Manufacturer 1,8.2,8,rail,Route 15,Distributor 4,65046fa2fc13ae02b6fd5a59,100,0.6
Laptop,Manufacturer 2,6.83,11,sea,Route 14,Distributor 1,65046fa2fc13ae02b6fd5a5a,400,0.1
Tablet,Manufacturer 2,3.41,4,sea,Route 13,Distributor 2,65046fa2fc13ae02b6fd5a5b,170,1.0
Phone,Manufacturer 3,5.1,3,air,Route 12,Distributor 1,65046fa2fc13ae02b6fd5a5c,133,0.4
Laptop,Manufacturer 3,6.71,12,road,Route 15,Distributor 3,65046fa2fc13ae02b6fd5a5d,480,0.4
Tablet,Manufacturer 3,7.96,4,sea,Route 14,Distributor 3,65046fa2fc13ae02b6fd5a5e,165,0.5
Phone,Manufacturer 3,7.71,7,sea,Route 13,Distributor 4,65046fa2fc13ae02b6fd5a5f,133,0.4
Laptop,Manufacturer 2,6.28,10,air,Route 16,Distributor 1,65046fa2fc13ae02b6fd5a60,400,0.1
Tablet,Manufacturer 3,5.35,2,sea,Route 13,Distributor 2,65046fa2fc13ae02b6fd5a61,165,0.5
Phone,Manufacturer 1,4.26,5,sea,Route 13,Distributor 1,65046fa2fc13ae02b6fd5a62,100,0.6
Laptop,Manufacturer 3,8.73,5,sea,Route 13,Distributor 4,65046fa2fc13ae02b6fd5a63,480,0.4
Tablet,Manufacturer 2,8.16,2,air,Route 16,Distributor 4,65046fa2fc13ae02b6fd5a64,170,1.0
Phone,Manufacturer 3,8.29,4,road,Route 11,Distributor 1,65046fa2fc13ae02b6fd5a65,133,0.4
Laptop,Manufacturer 2,5.7,6,road,Route 15,Distributor 1,65046fa2fc13ae02b6fd5a66,400,0.1
Tablet,Manufacturer 2,3.66,5,sea,Route 14,Distributor 3,65046fa2fc13ae02b6fd5a67,170,1.0
Phone,Manufacturer 3,6.79,1,air,Route 11,Distributor 4,65046fa2fc13ae02b6fd5a68,133,0.4
Laptop,Manufacturer 3,6.38,7,sea,Route 14,Distributor 4,65046fa2fc13ae02b6fd5a69,480,0.4
Tablet,Manufacturer 2,4.2,9,air,Route 13,Distributor 4,65046fa2fc13ae02b6fd5a6a,170,1.0
Phone,Manufacturer 2,4.2,6,rail,Route 15,Distributor 3,65046fa2fc13ae02b6fd5a6b,120,0.3
Laptop,Manufacturer 3,3.01,10,air,Route 13,Distributor 3,65046fa2fc13ae02b6fd5a6c,480,0.4
Tablet,Manufacturer 3,5.04,7,road,Route 12,Distributor 2,65046fa2fc13ae02b6fd5a6d,165,0.5
Phone,Manufacturer 3,5.81,7,sea,Route 16,Distributor 3,65046fa2fc13ae02b6fd5a6e,133,0.4
Laptop,Manufacturer 3,6.63,5,sea,Route 13,Distributor 4,65046fa2fc13ae02b6fd5a6f,480,0.4
Tablet,Manufacturer 1,5.74,3,road,Route 12,Distributor 4,65046fa2fc13ae02b6fd5a70,160,0.1
Phone,Manufacturer 3,8.4,12,sea,Route 16,Distributor 2,65046fa2fc13ae02b6fd5a71,133,0.4
Laptop,Manufacturer 1,3.16,8,air,Route 11,Distributor 2,65046fa2fc13ae02b6fd5a72,470,0.8
Tablet,Manufacturer 2,8.12,10,road,Route 15,Distributor 4,65046fa2fc13ae02b6fd5a73,170,1.0
Phone,Manufacturer 2,8.68,8,sea,Route 14,Distributor 1,65046fa2fc13ae02b6fd5a74,120,0.3
Laptop,Manufacturer 3,8.74,10,sea,Route 16,Distributor 2,65046fa2fc13ae02b6fd5a75,480,0.4
Tablet,Manufacturer 3,9.78,1,air,Route 13,Distributor 2,65046fa2fc13ae02b6fd5a76,165,0.5
Phone,Manufacturer 2,7.18,9,air,Route 11,Distributor 4,65046fa2fc13ae02b6fd5a77,120,0.3
Laptop,Manufacturer 2,5.03,2,road,Route 11,Distributor 4,65046fa2fc13ae02b6fd5a78,400,0.1
Tablet,Manufacturer 3,7.51,5,rail,Route 11,Distributor 1,65046fa2fc13ae02b6fd5a79,165,0.5
Phone,Manufacturer 3,7.45,4,rail,Route 15,Distributor 1,65046fa2fc13ae02b6fd5a7a,133,0.4
Laptop,Manufacturer 2,9.35,11,air,Route 13,Distributor 2,65046fa2fc13ae02b6fd5a7b,400,0.1
Tablet,Manufacturer 1,4.25,9,sea,Route 16,Distributor 4,65046fa2fc13ae02b6fd5a7c,160,0.1
Phone,Manufacturer 3,7.51,4,rail,Route 11,Distributor 1,65046fa2fc13ae02b6fd5a7d,133,0.4
Laptop,Manufacturer 1,3.12,11,sea,Route 13,Distributor 3,65046fa2fc13ae02b6fd5a7e,470,0.8
Tablet,Manufacturer 2,8.57,2,rail,Route 12,Distributor 3,65046fa2fc13ae02b6fd5a7f,170,1.0
Phone,Manufacturer 2,7.02,3,road,Route 12,Distributor 4,65046fa2fc13ae02b6fd5a80,120,0.3
Laptop,Manufacturer 2,4.38,2,sea,Route 13,Distributor 1,65046fa2fc13ae02b6fd5a81,400,0.1
Tablet,Manufacturer 1,8.62,12,air,Route 16,Distributor 4,65046fa2fc13ae02b6fd5a82,160,0.1
Phone,Manufacturer 1,9.41,4,sea,Route 16,Distributor 3,65046fa2fc13ae02b6fd5a83,100,0.6
Laptop,Manufacturer 3,6.41,7,air,Route 16,Distributor 3,65046fa2fc13ae02b6fd5a84,480,0.4
Tablet,Manufacturer 2,6.22,2,road,Route 11,Distributor 2,65046fa2fc13ae02b6fd5a85,170,1.0
Phone,Manufacturer 3,3.78,4,air,Route 13,Distributor 2,65046fa2fc13ae02b6fd5a86,133,0.4
Laptop,Manufacturer 2,5.26,3,road,Route 15,Distributor 3,65046fa2fc13ae02b6fd5a87,400,0.1
Tablet,Manufacturer 2,7.72,6,road,Route 11,Distributor 3,65046fa2fc13ae02b6fd5a88,170,1.0
Phone,Manufacturer 3,7.39,4,road,Route 15,Distributor 2,65046fa2fc13ae02b6fd5a89,133,0.4
Laptop,Manufacturer 2,8.93,2,sea,Route 13,Distributor 3,65046fa2fc13ae02b6fd5a8a,400,0.1
Tablet,Manufacturer 3,4.56,7,sea,Route 13,Distributor 1,65046fa2fc13ae02b6fd5a8b,165,0.5
Phone,Manufacturer 3,5.43,7,rail,Route 15,Distributor 4,65046fa2fc13ae02b6fd5a8c,133,0.4
Laptop,Manufacturer 3,6.93,10,sea,Route 14,Distributor 4,65046fa2fc13ae02b6fd5a8d,480,0.4
Tablet,Manufacturer 3,5.85,7,rail,Route 12,Distributor 3,65046fa2fc13ae02b6fd5a8e,165,0.5
Phone,Manufacturer 2,4.56,7,sea,Route 16,Distributor 2,65046fa2fc13ae02b6fd5a8f,120,0.3
Laptop,Manufacturer 2,9.13,7,rail,Route 11,Distributor 2,65046fa2fc13ae02b6fd5a90,400,0.1
Tablet,Manufacturer 2,4.41,1,air,Route 12,Distributor 1,65046fa2fc13ae02b6fd5a91,170,1.0
