Supplier name,Supplier stock ,Supplier cost per item (in $),Supplier order quantity,Supplier shipping cost (in $),Supplier shipping time,Supplier transport mode,Supplier routes ,Supplier destinations,Product ID
supplier 6,811,33.96,36,208.58,4,road,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5a00
supplier 4,786,12.99,81,89.37,18,road,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5a01
supplier 3,336,18.86,177,52.25,11,road,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5a02
supplier 6,585,21.87,157,57.58,24,rail,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5a03
supplier 4,1,8.77,129,94.63,7,rail,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5a04
supplier 1,554,23.23,162,243.67,14,sea,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5a05
supplier 3,676,25.39,104,264.53,16,rail,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5a06
supplier 2,72,17.82,28,68.75,9,air,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5a07
supplier 2,77,19.05,25,275.32,25,road,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5a08
supplier 2,209,18.15,133,96.28,11,air,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5a09
supplier 1,948,12.08,162,121.98,3,sea,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5a0a
supplier 1,678,28.77,17,101.08,10,rail,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5a0b
supplier 1,665,5.44,31,267.97,22,road,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5a0c
supplier 5,831,25.32,58,140.54,7,air,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5a0d
supplier 4,379,19.58,60,259.7,23,sea,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5a0e
supplier 6,763,16.51,91,195.73,5,road,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5a0f
supplier 1,766,28.65,30,162.89,9,road,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5a10
supplier 6,293,12.13,122,268.31,21,rail,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5a11
supplier 5,150,20.83,109,201.84,28,sea,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5a12
supplier 3,206,17.58,82,54.28,9,rail,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5a13
supplier 5,86,27.96,111,287.44,23,road,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5a14
supplier 6,929,21.18,59,274.36,25,rail,Route 3,Manufacturer 3,65046fa2fc13ae02b6fd5a15
supplier 3,562,5.51,50,268.74,9,road,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5a16
supplier 5,852,19.36,26,53.51,30,rail,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5a17
supplier 6,415,21.24,68,187.84,23,rail,Route 2,Manufacturer 2,65046fa2fc13ae02b6fd5a18
supplier 1,175,7.69,111,209.44,29,road,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5a19
supplier 2,428,23.89,194,224.64,19,road,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5a1a
supplier 4,495,21.38,88,87.14,17,air,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5a1b
supplier 6,515,24.56,151,118.23,26,sea,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5a1c
supplier 1,831,14.62,92,98.41,29,air,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5a1d
supplier 1,559,14.57,78,299.2,22,rail,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5a1e
supplier 3,773,27.35,75,181.52,25,road,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5a1f
supplier 1,340,20.73,177,214.55,14,air,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5a20
supplier 4,784,26.77,178,176.4,1,rail,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5a21
supplier 5,680,29.16,177,295.49,21,road,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5a22
supplier 2,288,20.73,81,215.7,19,rail,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5a23
supplier 3,448,14.28,118,101.93,5,sea,Route 2,Manufacturer 2,65046fa2fc13ae02b6fd5a24
supplier 4,818,18.48,1,100.06,11,sea,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5a25
supplier 1,92,21.27,150,255.12,22,rail,Route 4,Manufacturer 3,65046fa2fc13ae02b6fd5a26
supplier 2,719,10.21,20,183.06,19,road,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5a27
supplier 5,400,30.65,182,126.72,19,road,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5a28
supplier 5,648,9.79,161,164.74,1,sea,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5a29
supplier 6,119,21.76,159,163.8,5,rail,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5a2a
supplier 2,209,10.28,37,54.38,19,air,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5a2b
supplier 3,385,18.53,155,233.1,24,sea,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5a2c
supplier 6,410,19.8,182,298.42,24,air,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5a2d
supplier 3,335,9.34,97,213.29,1,road,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5a2e
supplier 5,413,15.3,75,171.6,11,rail,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5a2f
supplier 6,923,11.75,153,105.4,24,road,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5a30
supplier 2,378,16.5,24,138.12,8,road,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5a31
supplier 1,603,29.71,85,62.12,7,rail,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5a32
supplier 5,354,19.1,72,287.9,7,rail,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5a33
supplier 3,547,15.55,49,292.68,2,air,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5a34
supplier 1,621,9.26,8,105.92,26,rail,Route 4,Manufacturer 3,65046fa2fc13ae02b6fd5a35
supplier 1,15,23.87,160,256.88,8,sea,Route 4,Manufacturer 3,65046fa2fc13ae02b6fd5a36
supplier 3,115,10.68,192,284.07,5,rail,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5a37
supplier 1,396,21.62,169,290.79,7,sea,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5a38
supplier 4,171,23.16,90,123.41,17,sea,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5a39
supplier 4,128,24.96,14,85.72,17,road,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5a3a
supplier 1,57,5.66,114,203.59,7,rail,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5a3b
supplier 2,636,6.83,175,95.19,30,sea,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5a3c
supplier 2,69,30.01,57,126.24,24,air,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5a3d
supplier 1,197,28.51,141,189.93,22,air,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5a3e
supplier 1,893,26.16,155,268.5,22,rail,Route 3,Manufacturer 3,65046fa2fc13ae02b6fd5a3f
supplier 3,127,27.03,153,159.62,4,air,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5a40
supplier 2,317,9.85,65,77.65,9,sea,Route 4,Manufacturer 3,65046fa2fc13ae02b6fd5a41
supplier 2,520,26.21,52,294.16,28,sea,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5a42
supplier 6,989,33.98,199,172.26,20,air,Route 2,Manufacturer 2,65046fa2fc13ae02b6fd5a43
supplier 5,709,33.43,80,192.49,13,sea,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5a44
supplier 1,408,16.95,183,60.07,4,rail,Route 2,Manufacturer 2,65046fa2fc13ae02b6fd5a45
supplier 2,686,10.66,118,199.5,8,sea,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5a46
supplier 5,120,10.47,58,154.01,30,sea,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5a47
supplier 5,419,23.62,18,250.5,30,road,Route 2,Manufacturer 2,65046fa2fc13ae02b6fd5a48
supplier 2,896,8.66,56,214.32,8,air,Route 3,Manufacturer 3,65046fa2fc13ae02b6fd5a49
supplier 6,160,13.81,106,90.77,16,road,Route 2,Manufacturer 2,65046fa2fc13ae02b6fd5a4a
supplier 1,997,12.89,164,273.6,12,air,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5a4b
supplier 2,804,15.62,134,184.23,19,air,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5a4c
supplier 4,685,10.73,46,217.85,18,rail,Route 3,Manufacturer 3,65046fa2fc13ae02b6fd5a4d
supplier 6,713,5.23,55,153.2,13,rail,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5a4e
supplier 4,664,8.83,103,158.99,29,road,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5a4f
supplier 1,439,8.73,126,170.21,6,air,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5a50
supplier 5,210,16.95,196,164.22,24,road,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5a51
supplier 5,873,19.43,156,123.79,2,road,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5a52
supplier 3,339,29.04,172,82.27,1,road,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5a53
supplier 6,917,17.88,183,63.31,1,air,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5a54
supplier 1,387,9.2,93,50.48,19,road,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5a55
supplier 2,202,26.28,156,158.65,4,rail,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5a56
supplier 2,780,12.16,162,243.23,9,rail,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5a57
supplier 2,669,20.67,96,77.37,20,road,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5a58
supplier 6,816,8.66,177,117.33,5,sea,Route 2,Manufacturer 2,65046fa2fc13ae02b6fd5a59
supplier 5,108,22.48,90,167.03,15,rail,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5a5a
supplier 4,603,14.95,25,219.5,7,rail,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5a5b
supplier 5,765,8.66,124,83.65,6,air,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5a5c
supplier 4,193,9.48,65,295.32,27,road,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5a5d
supplier 6,695,21.0,4,176.84,16,rail,Route 2,Manufacturer 2,65046fa2fc13ae02b6fd5a5e
supplier 1,711,14.06,194,205.2,16,road,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5a5f
supplier 2,725,26.34,156,236.56,9,air,Route 4,Manufacturer 3,65046fa2fc13ae02b6fd5a60
supplier 6,784,30.11,88,197.04,27,rail,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5a61
supplier 2,992,31.8,18,189.9,13,sea,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5a62
supplier 2,647,19.45,162,147.71,22,road,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5a63
supplier 6,497,18.99,125,125.55,1,sea,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5a64
supplier 4,588,9.81,168,149.69,6,rail,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5a65
supplier 2,522,6.39,173,99.16,27,sea,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5a66
supplier 6,749,25.32,73,163.9,15,road,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5a67
supplier 1,84,8.15,179,88.53,11,rail,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5a68
supplier 4,629,29.76,118,232.78,4,rail,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5a69
supplier 1,421,13.6,76,140.78,18,road,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5a6a
supplier 1,418,22.65,4,88.86,26,air,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5a6b
supplier 2,28,8.89,62,221.41,21,sea,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5a6c
supplier 6,484,17.88,197,113.47,16,air,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5a6d
supplier 5,435,11.89,19,208.01,24,air,Route 4,Manufacturer 3,65046fa2fc13ae02b6fd5a6e
supplier 1,608,20.29,30,74.86,9,road,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5a6f
supplier 1,536,16.83,122,85.17,9,sea,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5a70
supplier 5,674,14.66,50,132.32,3,sea,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5a71
supplier 5,943,16.72,93,140.54,14,rail,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5a72
supplier 2,94,33.49,128,162.05,16,rail,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5a73
supplier 2,815,25.04,78,167.43,2,sea,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5a74
supplier 3,204,27.84,160,72.88,26,air,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5a75
supplier 5,836,32.12,77,56.94,24,sea,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5a76
supplier 2,265,29.02,97,280.7,22,rail,Route 2,Manufacturer 2,65046fa2fc13ae02b6fd5a77
supplier 6,277,5.46,123,149.29,7,sea,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5a78
supplier 6,564,19.29,157,67.83,11,rail,Route 3,Manufacturer 3,65046fa2fc13ae02b6fd5a79
supplier 5,869,6.06,189,222.04,26,road,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5a7a
supplier 1,565,5.35,50,81.49,13,rail,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5a7b
supplier 6,78,22.95,68,145.64,27,sea,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5a7c
supplier 4,104,11.5,3,121.89,2,sea,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5a7d
supplier 4,725,27.72,120,139.04,7,road,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5a7e
supplier 5,693,15.62,145,191.58,8,rail,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5a7f
supplier 5,643,23.72,10,277.14,28,rail,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5a80
supplier 3,348,5.44,163,292.91,26,rail,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5a81
supplier 6,234,27.42,87,156.29,28,sea,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5a82
supplier 1,249,24.92,35,231.53,16,air,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5a83
supplier 5,235,16.06,140,95.63,5,air,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5a84
supplier 5,938,21.18,74,167.15,6,rail,Route 4,Manufacturer 3,65046fa2fc13ae02b6fd5a85
supplier 5,959,32.22,82,284.08,12,rail,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5a86
supplier 2,26,5.91,112,178.86,17,road,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5a87
supplier 1,436,26.85,144,150.73,16,sea,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5a88
supplier 5,781,34.25,178,100.71,19,rail,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5a89
supplier 5,89,6.09,137,143.69,18,air,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5a8a
supplier 4,459,29.9,43,144.31,30,air,Route 3,Manufacturer 3,65046fa2fc13ae02b6fd5a8b
supplier 3,8,18.61,171,167.88,6,air,Route 4,Manufacturer 3,65046fa2fc13ae02b6fd5a8c
supplier 1,738,27.04,5,183.79,26,air,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5a8d
supplier 2,470,29.96,53,87.2,4,sea,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5a8e
supplier 4,280,13.55,64,211.74,18,rail,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5a8f
supplier 4,445,8.02,95,271.61,23,rail,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5a90
supplier 3,96,25.05,160,61.66,17,air,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5a91
supplier 3,68,14.93,170,124.31,4,sea,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5a92
supplier 3,869,10.79,89,271.81,3,road,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5a93
supplier 4,641,6.54,25,281.04,21,rail,Route 3,Manufacturer 3,65046fa2fc13ae02b6fd5a94
supplier 2,308,25.02,119,294.1,21,air,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5a95
supplier 2,232,22.73,195,298.64,10,air,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5a96
supplier 2,457,17.2,97,236.74,29,rail,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5a97
supplier 3,178,12.42,142,159.22,29,sea,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5a98
supplier 2,452,20.19,194,72.16,3,rail,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5a99
supplier 4,598,14.7,56,187.05,7,rail,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5a9a
supplier 1,791,25.03,26,120.19,30,road,Route 3,Manufacturer 3,65046fa2fc13ae02b6fd5a9b
supplier 5,219,23.31,136,104.33,28,road,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5a9c
supplier 2,360,11.86,198,209.43,5,road,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5a9d
supplier 4,124,18.53,172,52.11,25,road,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5a9e
supplier 6,370,27.4,103,149.85,6,road,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5a9f
supplier 3,50,12.39,189,65.86,16,sea,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5aa0
supplier 5,348,9.32,54,290.79,10,road,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5aa1
supplier 6,756,14.0,51,123.95,6,sea,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5aa2
supplier 5,989,34.17,102,106.58,28,sea,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5aa3
supplier 4,78,5.17,11,191.84,24,rail,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5aa4
supplier 5,518,20.68,152,151.61,28,air,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5aa5
supplier 1,199,5.21,110,113.79,15,air,Route 3,Manufacturer 3,65046fa2fc13ae02b6fd5aa6
supplier 3,256,22.64,88,229.26,9,road,Route 3,Manufacturer 3,65046fa2fc13ae02b6fd5aa7
supplier 2,594,21.7,76,217.11,3,sea,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5aa8
supplier 6,836,8.11,109,200.35,16,rail,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5aa9
supplier 1,120,19.11,59,293.53,13,air,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5aaa
supplier 6,95,9.67,38,184.79,6,road,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5aab
supplier 6,720,26.99,67,125.22,21,road,Route 4,Manufacturer 3,65046fa2fc13ae02b6fd5aac
supplier 4,765,29.7,169,138.66,19,road,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5aad
supplier 1,977,5.7,130,114.22,24,road,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5aae
supplier 3,393,30.4,185,138.98,4,sea,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5aaf
supplier 5,572,11.4,171,185.79,21,sea,Route 2,Manufacturer 2,65046fa2fc13ae02b6fd5ab0
supplier 6,782,32.41,165,199.55,21,road,Route 2,Manufacturer 2,65046fa2fc13ae02b6fd5ab1
supplier 4,592,32.55,107,218.28,16,sea,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5ab2
supplier 2,826,26.73,171,90.52,25,rail,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5ab3
supplier 5,857,5.19,24,292.01,30,sea,Route 5,Manufacturer 1,65046fa2fc13ae02b6fd5ab4
supplier 1,498,11.42,179,213.44,22,sea,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5ab5
supplier 2,896,14.77,140,99.21,20,sea,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5ab6
supplier 3,259,27.06,49,246.74,13,rail,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5ab7
supplier 3,758,24.01,78,291.57,21,sea,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5ab8
supplier 5,941,26.67,177,151.0,27,sea,Route 2,Manufacturer 2,65046fa2fc13ae02b6fd5ab9
supplier 4,184,13.99,182,247.88,12,sea,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5aba
supplier 2,398,27.27,194,221.85,24,rail,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5abb
supplier 6,450,9.27,162,269.1,18,road,Route 3,Manufacturer 3,65046fa2fc13ae02b6fd5abc
supplier 6,798,12.98,111,108.68,28,sea,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5abd
supplier 2,567,16.39,103,257.73,11,road,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5abe
supplier 1,29,28.57,18,145.47,22,rail,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5abf
supplier 3,406,16.67,152,87.43,26,air,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5ac0
supplier 6,669,24.31,9,164.6,6,air,Route 4,Manufacturer 2,65046fa2fc13ae02b6fd5ac1
supplier 5,726,13.46,180,234.78,17,air,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5ac2
supplier 6,891,6.83,190,187.06,17,sea,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5ac3
supplier 6,86,31.75,13,282.01,15,rail,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5ac4
supplier 1,124,28.76,88,84.87,29,sea,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5ac5
supplier 6,536,25.23,139,299.71,7,sea,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5ac6
supplier 4,902,18.18,48,114.93,2,rail,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5ac7
supplier 1,927,34.63,144,144.56,5,sea,Route 4,Manufacturer 3,65046fa2fc13ae02b6fd5ac8
supplier 6,139,6.59,13,88.75,5,road,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5ac9
supplier 4,585,11.67,109,287.1,15,rail,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5aca
supplier 6,357,21.02,104,192.07,6,sea,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5acb
supplier 2,180,21.98,32,63.3,13,road,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5acc
supplier 4,91,31.84,103,232.5,25,air,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5acd
supplier 1,666,19.45,72,177.08,4,road,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5ace
supplier 4,137,33.35,173,255.69,7,road,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5acf
supplier 5,393,18.63,185,128.29,3,air,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5ad0
supplier 4,265,14.55,2,220.21,20,air,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5ad1
supplier 4,664,33.17,167,191.46,25,rail,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5ad2
supplier 3,274,32.3,170,133.11,7,road,Route 2,Manufacturer 2,65046fa2fc13ae02b6fd5ad3
supplier 6,245,10.14,37,187.88,16,sea,Route 1,Manufacturer 1,65046fa2fc13ae02b6fd5ad4
supplier 4,604,7.01,104,174.79,24,air,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5ad5
supplier 2,0,14.21,69,190.39,13,air,Route 5,Manufacturer 3,65046fa2fc13ae02b6fd5ad6
supplier 1,524,21.14,94,231.22,20,road,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5ad7
supplier 6,814,13.0,164,98.05,11,road,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5ad8
supplier 6,830,12.06,99,259.48,5,air,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5ad9
supplier 2,807,34.19,139,73.39,7,rail,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5ada
supplier 5,280,23.24,51,118.69,15,rail,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5adb
supplier 5,660,19.2,86,140.35,24,rail,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5adc
supplier 2,372,5.71,115,170.97,8,rail,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5add
supplier 4,424,19.34,41,178.57,21,sea,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5ade
supplier 6,411,6.23,67,183.08,5,road,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5adf
supplier 4,548,10.14,123,80.28,19,sea,Route 6,Manufacturer 1,65046fa2fc13ae02b6fd5ae0
supplier 6,671,23.27,158,274.29,12,road,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5ae1
supplier 4,119,32.35,168,56.22,13,rail,Route 1,Manufacturer 3,65046fa2fc13ae02b6fd5ae2
supplier 4,265,17.72,28,65.3,25,road,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5ae3
supplier 5,761,33.83,120,118.16,17,road,Route 2,Manufacturer 2,65046fa2fc13ae02b6fd5ae4
supplier 3,691,8.55,80,70.25,20,rail,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5ae5
supplier 2,913,32.86,63,295.05,25,sea,Route 2,Manufacturer 3,65046fa2fc13ae02b6fd5ae6
supplier 5,901,8.22,195,194.15,24,road,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5ae7
supplier 4,544,22.87,59,96.03,3,rail,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5ae8
supplier 6,324,27.67,93,293.63,25,rail,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5ae9
supplier 5,714,27.78,30,232.79,5,road,Route 4,Manufacturer 1,65046fa2fc13ae02b6fd5aea
supplier 5,698,9.43,172,105.82,1,sea,Route 3,Manufacturer 2,65046fa2fc13ae02b6fd5aeb
supplier 3,363,25.94,31,89.11,14,sea,Route 3,Manufacturer 3,65046fa2fc13ae02b6fd5aec
supplier 6,590,22.28,64,147.53,13,rail,Route 1,Manufacturer 2,65046fa2fc13ae02b6fd5aed
supplier 1,865,7.31,57,206.58,16,road,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5aee
supplier 6,6,20.71,63,218.35,19,road,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5aef
supplier 4,683,12.3,23,91.48,6,sea,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5af0
supplier 1,251,12.84,146,160.61,27,rail,Route 3,Manufacturer 1,65046fa2fc13ae02b6fd5af1
supplier 2,885,11.45,112,140.42,21,rail,Route 6,Manufacturer 2,65046fa2fc13ae02b6fd5af2
supplier 3,328,17.25,199,234.68,8,rail,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5af3
supplier 4,363,19.98,93,71.45,3,air,Route 6,Manufacturer 3,65046fa2fc13ae02b6fd5af4
supplier 5,276,17.47,199,274.97,5,rail,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5af5
supplier 5,822,26.81,146,226.86,7,sea,Route 2,Manufacturer 1,65046fa2fc13ae02b6fd5af6
supplier 3,123,31.09,10,228.87,2,sea,Route 5,Manufacturer 2,65046fa2fc13ae02b6fd5af7
