Product Type,Distributor name,Distributor shipping cost,Distributor shipping time,Distributor transport mode,Distributor routes ,Distributor destinations,Product ID,Distributor cost
Laptop,Distributor 2,9.1,3,sea,Route 26,Retailer 3,65046fa2fc13ae02b6fd591c,440
Tablet,Distributor 3,9.15,4,sea,Route 26,Retailer 5,65046fa2fc13ae02b6fd591d,350
Phone,Distributor 3,6.31,6,sea,Route 26,Retailer 6,65046fa2fc13ae02b6fd591e,300
Laptop,Distributor 4,7.24,5,rail,Route 21,Retailer 2,65046fa2fc13ae02b6fd591f,480
Tablet,Distributor 2,9.92,6,rail,Route 22,Retailer 4,65046fa2fc13ae02b6fd5920,170
Phone,Distributor 3,5.24,6,rail,Route 21,Retailer 5,65046fa2fc13ae02b6fd5921,300
Laptop,Distributor 4,3.95,1,road,Route 22,Retailer 4,65046fa2fc13ae02b6fd5922,480
Tablet,Distributor 3,8.31,5,road,Route 22,Retailer 5,65046fa2fc13ae02b6fd5923,350
Phone,Distributor 3,4.16,5,sea,Route 26,Retailer 6,65046fa2fc13ae02b6fd5924,300
Laptop,Distributor 3,4.13,5,rail,Route 21,Retailer 1,65046fa2fc13ae02b6fd5925,500
Tablet,Distributor 1,8.57,2,road,Route 23,Retailer 2,65046fa2fc13ae02b6fd5926,200
Phone,Distributor 2,7.65,5,sea,Route 26,Retailer 5,65046fa2fc13ae02b6fd5927,190
Laptop,Distributor 3,8.61,1,rail,Route 22,Retailer 2,65046fa2fc13ae02b6fd5928,500
Tablet,Distributor 1,9.02,5,road,Route 21,Retailer 5,65046fa2fc13ae02b6fd5929,200
Phone,Distributor 3,5.09,4,road,Route 22,Retailer 1,65046fa2fc13ae02b6fd592a,300
Laptop,Distributor 4,6.57,4,road,Route 24,Retailer 3,65046fa2fc13ae02b6fd592b,480
Tablet,Distributor 3,7.49,4,rail,Route 21,Retailer 2,65046fa2fc13ae02b6fd592c,350
Phone,Distributor 3,7.62,1,air,Route 21,Retailer 6,65046fa2fc13ae02b6fd592d,300
Laptop,Distributor 3,7.35,4,air,Route 26,Retailer 2,65046fa2fc13ae02b6fd592e,500
Tablet,Distributor 1,7.81,1,sea,Route 26,Retailer 3,65046fa2fc13ae02b6fd592f,200
Phone,Distributor 1,6.5,3,air,Route 21,Retailer 4,65046fa2fc13ae02b6fd5930,200
Laptop,Distributor 1,7.25,3,air,Route 26,Retailer 3,65046fa2fc13ae02b6fd5931,540
Tablet,Distributor 2,3.35,6,air,Route 21,Retailer 2,65046fa2fc13ae02b6fd5932,170
Phone,Distributor 2,6.07,2,rail,Route 21,Retailer 2,65046fa2fc13ae02b6fd5933,190
Laptop,Distributor 4,7.02,2,rail,Route 22,Retailer 5,65046fa2fc13ae02b6fd5934,480
Tablet,Distributor 2,7.93,5,road,Route 22,Retailer 2,65046fa2fc13ae02b6fd5935,170
Phone,Distributor 3,7.06,1,air,Route 21,Retailer 5,65046fa2fc13ae02b6fd5936,300
Laptop,Distributor 3,5.99,3,air,Route 26,Retailer 3,65046fa2fc13ae02b6fd5937,500
Tablet,Distributor 1,3.23,2,air,Route 21,Retailer 5,65046fa2fc13ae02b6fd5938,200
Phone,Distributor 2,5.07,4,air,Route 26,Retailer 4,65046fa2fc13ae02b6fd5939,190
Laptop,Distributor 1,5.96,2,sea,Route 26,Retailer 2,65046fa2fc13ae02b6fd593a,540
Tablet,Distributor 4,3.93,4,air,Route 26,Retailer 5,65046fa2fc13ae02b6fd593b,220
Phone,Distributor 3,8.16,1,air,Route 21,Retailer 4,65046fa2fc13ae02b6fd593c,300
Laptop,Distributor 4,6.17,2,sea,Route 26,Retailer 6,65046fa2fc13ae02b6fd593d,480
Tablet,Distributor 3,6.61,6,air,Route 21,Retailer 1,65046fa2fc13ae02b6fd593e,350
Phone,Distributor 1,6.31,5,air,Route 26,Retailer 5,65046fa2fc13ae02b6fd593f,200
Laptop,Distributor 1,4.88,5,sea,Route 26,Retailer 4,65046fa2fc13ae02b6fd5940,540
Tablet,Distributor 3,7.13,1,sea,Route 26,Retailer 6,65046fa2fc13ae02b6fd5941,350
Phone,Distributor 1,7.83,5,sea,Route 26,Retailer 3,65046fa2fc13ae02b6fd5942,200
Laptop,Distributor 1,3.05,4,air,Route 21,Retailer 5,65046fa2fc13ae02b6fd5943,540
Tablet,Distributor 1,3.01,1,rail,Route 22,Retailer 2,65046fa2fc13ae02b6fd5944,200
Phone,Distributor 2,8.05,3,sea,Route 26,Retailer 3,65046fa2fc13ae02b6fd5945,190
Laptop,Distributor 2,7.42,1,rail,Route 22,Retailer 3,65046fa2fc13ae02b6fd5946,440
Tablet,Distributor 2,5.65,1,air,Route 26,Retailer 4,65046fa2fc13ae02b6fd5947,170
Phone,Distributor 2,7.73,3,air,Route 21,Retailer 1,65046fa2fc13ae02b6fd5948,190
Laptop,Distributor 3,9.69,6,air,Route 21,Retailer 5,65046fa2fc13ae02b6fd5949,500
Tablet,Distributor 3,5.75,6,rail,Route 21,Retailer 5,65046fa2fc13ae02b6fd594a,350
Phone,Distributor 4,4.01,4,air,Route 21,Retailer 1,65046fa2fc13ae02b6fd594b,250
Laptop,Distributor 1,8.57,4,rail,Route 22,Retailer 3,65046fa2fc13ae02b6fd594c,540
Tablet,Distributor 4,5.41,5,air,Route 21,Retailer 1,65046fa2fc13ae02b6fd594d,220
Phone,Distributor 2,5.72,1,rail,Route 22,Retailer 6,65046fa2fc13ae02b6fd594e,190
Laptop,Distributor 4,3.86,1,road,Route 23,Retailer 5,65046fa2fc13ae02b6fd594f,480
Tablet,Distributor 4,4.16,3,sea,Route 26,Retailer 4,65046fa2fc13ae02b6fd5950,220
Phone,Distributor 4,6.69,2,road,Route 21,Retailer 5,65046fa2fc13ae02b6fd5951,250
Laptop,Distributor 2,8.89,2,road,Route 23,Retailer 3,65046fa2fc13ae02b6fd5952,440
Tablet,Distributor 4,3.43,5,road,Route 23,Retailer 2,65046fa2fc13ae02b6fd5953,220
Phone,Distributor 4,8.5,6,sea,Route 26,Retailer 3,65046fa2fc13ae02b6fd5954,250
Laptop,Distributor 3,3.42,4,sea,Route 26,Retailer 1,65046fa2fc13ae02b6fd5955,500
Tablet,Distributor 1,4.48,1,rail,Route 22,Retailer 6,65046fa2fc13ae02b6fd5956,200
Phone,Distributor 2,5.77,2,air,Route 26,Retailer 2,65046fa2fc13ae02b6fd5957,190
Laptop,Distributor 1,4.77,5,road,Route 22,Retailer 5,65046fa2fc13ae02b6fd5958,540
Tablet,Distributor 2,4.9,2,air,Route 21,Retailer 4,65046fa2fc13ae02b6fd5959,170
Phone,Distributor 2,6.24,1,rail,Route 22,Retailer 2,65046fa2fc13ae02b6fd595a,190
Laptop,Distributor 3,6.19,4,road,Route 21,Retailer 2,65046fa2fc13ae02b6fd595b,500
Tablet,Distributor 4,5.89,2,road,Route 23,Retailer 3,65046fa2fc13ae02b6fd595c,220
Phone,Distributor 1,9.14,1,air,Route 26,Retailer 4,65046fa2fc13ae02b6fd595d,200
Laptop,Distributor 2,7.47,1,rail,Route 22,Retailer 2,65046fa2fc13ae02b6fd595e,440
Tablet,Distributor 4,3.26,4,road,Route 22,Retailer 6,65046fa2fc13ae02b6fd595f,220
Phone,Distributor 4,6.08,1,rail,Route 22,Retailer 5,65046fa2fc13ae02b6fd5960,250
Laptop,Distributor 1,4.91,5,rail,Route 21,Retailer 4,65046fa2fc13ae02b6fd5961,540
Tablet,Distributor 3,8.89,6,rail,Route 21,Retailer 5,65046fa2fc13ae02b6fd5962,350
Phone,Distributor 2,9.05,4,air,Route 26,Retailer 5,65046fa2fc13ae02b6fd5963,190
Laptop,Distributor 4,4.21,1,air,Route 26,Retailer 6,65046fa2fc13ae02b6fd5964,480
Tablet,Distributor 2,8.09,2,road,Route 22,Retailer 4,65046fa2fc13ae02b6fd5965,170
Phone,Distributor 3,8.71,6,air,Route 21,Retailer 1,65046fa2fc13ae02b6fd5966,300
Laptop,Distributor 3,3.63,6,air,Route 21,Retailer 5,65046fa2fc13ae02b6fd5967,500
Tablet,Distributor 2,4.76,4,rail,Route 22,Retailer 4,65046fa2fc13ae02b6fd5968,170
Phone,Distributor 2,4.34,2,rail,Route 22,Retailer 6,65046fa2fc13ae02b6fd5969,190
Laptop,Distributor 2,4.48,4,road,Route 24,Retailer 3,65046fa2fc13ae02b6fd596a,440
Tablet,Distributor 4,3.5,5,rail,Route 21,Retailer 1,65046fa2fc13ae02b6fd596b,220
Phone,Distributor 4,9.36,2,sea,Route 26,Retailer 5,65046fa2fc13ae02b6fd596c,250
Laptop,Distributor 1,7.02,3,rail,Route 21,Retailer 6,65046fa2fc13ae02b6fd596d,540
Tablet,Distributor 3,9.01,1,air,Route 21,Retailer 2,65046fa2fc13ae02b6fd596e,350
Phone,Distributor 1,6.02,3,rail,Route 21,Retailer 4,65046fa2fc13ae02b6fd596f,200
Laptop,Distributor 2,5.21,1,air,Route 26,Retailer 3,65046fa2fc13ae02b6fd5970,440
Tablet,Distributor 1,6.28,3,road,Route 21,Retailer 5,65046fa2fc13ae02b6fd5971,200
Phone,Distributor 4,3.15,5,air,Route 26,Retailer 3,65046fa2fc13ae02b6fd5972,250
Laptop,Distributor 1,4.7,2,road,Route 24,Retailer 4,65046fa2fc13ae02b6fd5973,540
Tablet,Distributor 1,8.75,1,sea,Route 26,Retailer 6,65046fa2fc13ae02b6fd5974,200
Phone,Distributor 4,4.21,6,air,Route 21,Retailer 3,65046fa2fc13ae02b6fd5975,250
Laptop,Distributor 4,4.92,1,rail,Route 22,Retailer 1,65046fa2fc13ae02b6fd5976,480
Tablet,Distributor 2,3.22,4,sea,Route 26,Retailer 3,65046fa2fc13ae02b6fd5977,170
Phone,Distributor 1,8.99,1,air,Route 26,Retailer 2,65046fa2fc13ae02b6fd5978,200
Laptop,Distributor 1,6.02,6,road,Route 23,Retailer 5,65046fa2fc13ae02b6fd5979,540
Tablet,Distributor 4,9.53,1,air,Route 21,Retailer 5,65046fa2fc13ae02b6fd597a,220
Phone,Distributor 3,5.07,5,sea,Route 26,Retailer 5,65046fa2fc13ae02b6fd597b,300
Laptop,Distributor 1,8.59,4,rail,Route 22,Retailer 3,65046fa2fc13ae02b6fd597c,540
Tablet,Distributor 4,3.66,5,rail,Route 22,Retailer 4,65046fa2fc13ae02b6fd597d,220
Phone,Distributor 3,4.97,2,road,Route 21,Retailer 2,65046fa2fc13ae02b6fd597e,300
Laptop,Distributor 1,7.58,1,road,Route 23,Retailer 5,65046fa2fc13ae02b6fd597f,540
Tablet,Distributor 3,5.73,4,rail,Route 21,Retailer 1,65046fa2fc13ae02b6fd5980,350
Phone,Distributor 3,6.35,4,air,Route 21,Retailer 4,65046fa2fc13ae02b6fd5981,300
Laptop,Distributor 1,4.73,1,road,Route 23,Retailer 6,65046fa2fc13ae02b6fd5982,540
Tablet,Distributor 2,3.32,3,air,Route 26,Retailer 1,65046fa2fc13ae02b6fd5983,170
Phone,Distributor 3,7.83,6,air,Route 21,Retailer 4,65046fa2fc13ae02b6fd5984,300
Laptop,Distributor 3,8.09,5,road,Route 21,Retailer 2,65046fa2fc13ae02b6fd5985,500
Tablet,Distributor 1,9.87,4,sea,Route 26,Retailer 1,65046fa2fc13ae02b6fd5986,200
Phone,Distributor 4,7.55,2,air,Route 26,Retailer 3,65046fa2fc13ae02b6fd5987,250
Laptop,Distributor 1,5.31,4,sea,Route 26,Retailer 5,65046fa2fc13ae02b6fd5988,540
Tablet,Distributor 3,7.64,6,road,Route 23,Retailer 1,65046fa2fc13ae02b6fd5989,350
Phone,Distributor 1,4.02,3,sea,Route 26,Retailer 1,65046fa2fc13ae02b6fd598a,200
Laptop,Distributor 3,3.55,2,road,Route 24,Retailer 4,65046fa2fc13ae02b6fd598b,500
Tablet,Distributor 1,8.2,3,sea,Route 26,Retailer 5,65046fa2fc13ae02b6fd598c,200
Phone,Distributor 2,9.17,4,road,Route 24,Retailer 1,65046fa2fc13ae02b6fd598d,190
Laptop,Distributor 4,5.19,5,sea,Route 26,Retailer 2,65046fa2fc13ae02b6fd598e,480
Tablet,Distributor 3,6.16,4,sea,Route 26,Retailer 3,65046fa2fc13ae02b6fd598f,350
Phone,Distributor 1,8.2,4,road,Route 24,Retailer 1,65046fa2fc13ae02b6fd5990,200
Laptop,Distributor 1,9.7,3,sea,Route 26,Retailer 1,65046fa2fc13ae02b6fd5991,540
Tablet,Distributor 2,5.36,6,air,Route 21,Retailer 5,65046fa2fc13ae02b6fd5992,170
Phone,Distributor 4,4.46,3,rail,Route 22,Retailer 6,65046fa2fc13ae02b6fd5993,250
Laptop,Distributor 1,5.59,6,road,Route 21,Retailer 5,65046fa2fc13ae02b6fd5994,540
Tablet,Distributor 1,8.2,3,sea,Route 26,Retailer 5,65046fa2fc13ae02b6fd5995,200
Phone,Distributor 2,7.57,4,road,Route 23,Retailer 3,65046fa2fc13ae02b6fd5996,190
Laptop,Distributor 1,8.86,6,sea,Route 26,Retailer 5,65046fa2fc13ae02b6fd5997,540
Tablet,Distributor 1,5.73,4,rail,Route 22,Retailer 5,65046fa2fc13ae02b6fd5998,200
Phone,Distributor 3,7.19,2,sea,Route 26,Retailer 3,65046fa2fc13ae02b6fd5999,300
Laptop,Distributor 1,4.59,6,road,Route 22,Retailer 5,65046fa2fc13ae02b6fd599a,540
Tablet,Distributor 3,3.4,1,rail,Route 22,Retailer 2,65046fa2fc13ae02b6fd599b,350
Phone,Distributor 4,9.19,3,rail,Route 22,Retailer 5,65046fa2fc13ae02b6fd599c,250
Laptop,Distributor 4,9.73,5,sea,Route 26,Retailer 3,65046fa2fc13ae02b6fd599d,480
Tablet,Distributor 1,5.68,1,road,Route 24,Retailer 6,65046fa2fc13ae02b6fd599e,200
Phone,Distributor 3,6.24,6,air,Route 26,Retailer 2,65046fa2fc13ae02b6fd599f,300
Laptop,Distributor 4,6.04,1,air,Route 21,Retailer 2,65046fa2fc13ae02b6fd59a0,480
Tablet,Distributor 3,7.96,4,sea,Route 26,Retailer 1,65046fa2fc13ae02b6fd59a1,350
Phone,Distributor 2,5.38,6,air,Route 21,Retailer 6,65046fa2fc13ae02b6fd59a2,190
Laptop,Distributor 1,7.61,4,road,Route 24,Retailer 1,65046fa2fc13ae02b6fd59a3,540
Tablet,Distributor 3,3.26,2,road,Route 24,Retailer 2,65046fa2fc13ae02b6fd59a4,350
Phone,Distributor 1,8.6,1,sea,Route 26,Retailer 4,65046fa2fc13ae02b6fd59a5,200
Laptop,Distributor 3,9.26,4,road,Route 22,Retailer 5,65046fa2fc13ae02b6fd59a6,500
Tablet,Distributor 2,3.48,4,rail,Route 21,Retailer 6,65046fa2fc13ae02b6fd59a7,170
Phone,Distributor 4,8.06,6,road,Route 23,Retailer 3,65046fa2fc13ae02b6fd59a8,250
Laptop,Distributor 4,6.0,2,road,Route 24,Retailer 2,65046fa2fc13ae02b6fd59a9,480
Tablet,Distributor 1,3.18,1,sea,Route 26,Retailer 1,65046fa2fc13ae02b6fd59aa,200
Phone,Distributor 2,5.0,3,rail,Route 22,Retailer 4,65046fa2fc13ae02b6fd59ab,190
Laptop,Distributor 3,3.72,1,rail,Route 22,Retailer 6,65046fa2fc13ae02b6fd59ac,500
Tablet,Distributor 4,7.01,6,sea,Route 26,Retailer 6,65046fa2fc13ae02b6fd59ad,220
Phone,Distributor 3,9.47,1,air,Route 26,Retailer 3,65046fa2fc13ae02b6fd59ae,300
Laptop,Distributor 4,7.42,5,air,Route 26,Retailer 4,65046fa2fc13ae02b6fd59af,480
Tablet,Distributor 1,4.86,1,sea,Route 26,Retailer 4,65046fa2fc13ae02b6fd59b0,200
Phone,Distributor 3,7.29,1,rail,Route 22,Retailer 1,65046fa2fc13ae02b6fd59b1,300
Laptop,Distributor 4,4.33,3,air,Route 26,Retailer 3,65046fa2fc13ae02b6fd59b2,480
Tablet,Distributor 4,4.82,4,sea,Route 26,Retailer 2,65046fa2fc13ae02b6fd59b3,220
Phone,Distributor 3,9.72,2,sea,Route 26,Retailer 4,65046fa2fc13ae02b6fd59b4,300
Laptop,Distributor 1,5.18,2,air,Route 26,Retailer 5,65046fa2fc13ae02b6fd59b5,540
Tablet,Distributor 3,7.95,3,air,Route 21,Retailer 5,65046fa2fc13ae02b6fd59b6,350
Phone,Distributor 1,9.51,1,sea,Route 26,Retailer 2,65046fa2fc13ae02b6fd59b7,200
Laptop,Distributor 2,3.07,1,sea,Route 26,Retailer 3,65046fa2fc13ae02b6fd59b8,440
Tablet,Distributor 4,6.06,6,air,Route 26,Retailer 6,65046fa2fc13ae02b6fd59b9,220
Phone,Distributor 3,6.25,1,sea,Route 26,Retailer 3,65046fa2fc13ae02b6fd59ba,300
Laptop,Distributor 2,3.46,4,road,Route 24,Retailer 2,65046fa2fc13ae02b6fd59bb,440
Tablet,Distributor 1,7.28,3,air,Route 21,Retailer 2,65046fa2fc13ae02b6fd59bc,200
Phone,Distributor 1,4.98,5,road,Route 24,Retailer 5,65046fa2fc13ae02b6fd59bd,200
Laptop,Distributor 4,3.5,3,road,Route 24,Retailer 6,65046fa2fc13ae02b6fd59be,480
Tablet,Distributor 3,3.13,1,road,Route 22,Retailer 2,65046fa2fc13ae02b6fd59bf,350
Phone,Distributor 1,5.95,1,air,Route 21,Retailer 3,65046fa2fc13ae02b6fd59c0,200
Laptop,Distributor 1,9.51,4,air,Route 21,Retailer 5,65046fa2fc13ae02b6fd59c1,540
Tablet,Distributor 2,5.12,5,air,Route 26,Retailer 5,65046fa2fc13ae02b6fd59c2,170
Phone,Distributor 3,3.26,2,air,Route 26,Retailer 2,65046fa2fc13ae02b6fd59c3,300
Laptop,Distributor 1,9.95,3,sea,Route 26,Retailer 6,65046fa2fc13ae02b6fd59c4,540
Tablet,Distributor 3,3.77,3,road,Route 21,Retailer 4,65046fa2fc13ae02b6fd59c5,350
Phone,Distributor 4,7.18,5,air,Route 21,Retailer 1,65046fa2fc13ae02b6fd59c6,250
Laptop,Distributor 1,4.57,5,sea,Route 26,Retailer 1,65046fa2fc13ae02b6fd59c7,540
Tablet,Distributor 2,4.34,1,sea,Route 26,Retailer 5,65046fa2fc13ae02b6fd59c8,170
Phone,Distributor 1,9.44,6,sea,Route 26,Retailer 5,65046fa2fc13ae02b6fd59c9,200
Laptop,Distributor 3,3.34,1,air,Route 26,Retailer 5,65046fa2fc13ae02b6fd59ca,500
Tablet,Distributor 2,6.6,1,sea,Route 26,Retailer 2,65046fa2fc13ae02b6fd59cb,170
Phone,Distributor 3,5.5,3,sea,Route 26,Retailer 6,65046fa2fc13ae02b6fd59cc,300
Laptop,Distributor 3,6.29,6,air,Route 26,Retailer 3,65046fa2fc13ae02b6fd59cd,500
Tablet,Distributor 4,4.73,4,sea,Route 26,Retailer 1,65046fa2fc13ae02b6fd59ce,220
Phone,Distributor 1,8.19,2,sea,Route 26,Retailer 4,65046fa2fc13ae02b6fd59cf,200
Laptop,Distributor 2,9.57,4,sea,Route 26,Retailer 1,65046fa2fc13ae02b6fd59d0,440
Tablet,Distributor 1,7.71,5,sea,Route 26,Retailer 3,65046fa2fc13ae02b6fd59d1,200
Phone,Distributor 3,9.36,2,road,Route 24,Retailer 2,65046fa2fc13ae02b6fd59d2,300
Laptop,Distributor 2,9.75,4,road,Route 23,Retailer 4,65046fa2fc13ae02b6fd59d3,440
Tablet,Distributor 4,4.41,3,road,Route 24,Retailer 5,65046fa2fc13ae02b6fd59d4,220
Phone,Distributor 3,3.49,3,air,Route 26,Retailer 6,65046fa2fc13ae02b6fd59d5,300
Laptop,Distributor 2,9.33,5,rail,Route 21,Retailer 2,65046fa2fc13ae02b6fd59d6,440
Tablet,Distributor 2,3.27,3,sea,Route 26,Retailer 6,65046fa2fc13ae02b6fd59d7,170
Phone,Distributor 2,6.94,3,sea,Route 26,Retailer 6,65046fa2fc13ae02b6fd59d8,190
Laptop,Distributor 4,3.78,2,air,Route 21,Retailer 2,65046fa2fc13ae02b6fd59d9,480
Tablet,Distributor 3,9.65,1,rail,Route 21,Retailer 2,65046fa2fc13ae02b6fd59da,350
Phone,Distributor 3,9.49,3,rail,Route 22,Retailer 4,65046fa2fc13ae02b6fd59db,300
Laptop,Distributor 1,8.59,1,road,Route 23,Retailer 4,65046fa2fc13ae02b6fd59dc,540
Tablet,Distributor 3,7.6,5,air,Route 26,Retailer 3,65046fa2fc13ae02b6fd59dd,350
Phone,Distributor 4,3.55,1,air,Route 21,Retailer 6,65046fa2fc13ae02b6fd59de,250
Laptop,Distributor 1,4.84,2,rail,Route 22,Retailer 4,65046fa2fc13ae02b6fd59df,540
Tablet,Distributor 3,9.01,1,rail,Route 21,Retailer 2,65046fa2fc13ae02b6fd59e0,350
Phone,Distributor 2,8.08,3,sea,Route 26,Retailer 3,65046fa2fc13ae02b6fd59e1,190
Laptop,Distributor 1,7.02,3,road,Route 23,Retailer 4,65046fa2fc13ae02b6fd59e2,540
Tablet,Distributor 3,6.04,3,road,Route 21,Retailer 5,65046fa2fc13ae02b6fd59e3,350
Phone,Distributor 3,7.97,1,air,Route 26,Retailer 1,65046fa2fc13ae02b6fd59e4,300
Laptop,Distributor 1,6.35,5,road,Route 24,Retailer 4,65046fa2fc13ae02b6fd59e5,540
Tablet,Distributor 1,4.27,4,sea,Route 26,Retailer 2,65046fa2fc13ae02b6fd59e6,200
Phone,Distributor 2,7.8,5,road,Route 24,Retailer 4,65046fa2fc13ae02b6fd59e7,190
Laptop,Distributor 3,8.63,4,sea,Route 26,Retailer 3,65046fa2fc13ae02b6fd59e8,500
Tablet,Distributor 2,8.55,6,rail,Route 22,Retailer 1,65046fa2fc13ae02b6fd59e9,170
Phone,Distributor 3,5.13,5,rail,Route 21,Retailer 5,65046fa2fc13ae02b6fd59ea,300
Laptop,Distributor 4,4.48,5,air,Route 21,Retailer 5,65046fa2fc13ae02b6fd59eb,480
Tablet,Distributor 1,5.19,1,sea,Route 26,Retailer 3,65046fa2fc13ae02b6fd59ec,200
Phone,Distributor 1,4.59,1,air,Route 21,Retailer 5,65046fa2fc13ae02b6fd59ed,200
Laptop,Distributor 4,4.85,4,rail,Route 21,Retailer 4,65046fa2fc13ae02b6fd59ee,480
Tablet,Distributor 3,3.84,3,sea,Route 26,Retailer 1,65046fa2fc13ae02b6fd59ef,350
Phone,Distributor 2,9.69,5,rail,Route 21,Retailer 2,65046fa2fc13ae02b6fd59f0,190
Laptop,Distributor 4,8.13,4,sea,Route 26,Retailer 2,65046fa2fc13ae02b6fd59f1,480
Tablet,Distributor 2,9.24,6,air,Route 21,Retailer 1,65046fa2fc13ae02b6fd59f2,170
Phone,Distributor 2,3.73,2,air,Route 26,Retailer 6,65046fa2fc13ae02b6fd59f3,190
Laptop,Distributor 1,3.86,6,sea,Route 26,Retailer 6,65046fa2fc13ae02b6fd59f4,540
Tablet,Distributor 1,6.35,6,rail,Route 22,Retailer 5,65046fa2fc13ae02b6fd59f5,200
Phone,Distributor 3,6.78,6,sea,Route 26,Retailer 1,65046fa2fc13ae02b6fd59f6,300
Laptop,Distributor 3,4.68,4,air,Route 26,Retailer 2,65046fa2fc13ae02b6fd59f7,500
Tablet,Distributor 2,4.73,4,rail,Route 22,Retailer 3,65046fa2fc13ae02b6fd59f8,170
Phone,Distributor 4,3.47,6,sea,Route 26,Retailer 6,65046fa2fc13ae02b6fd59f9,250
Laptop,Distributor 1,6.25,5,air,Route 26,Retailer 5,65046fa2fc13ae02b6fd59fa,540
Tablet,Distributor 3,9.42,2,rail,Route 22,Retailer 5,65046fa2fc13ae02b6fd59fb,350
Phone,Distributor 1,7.1,5,road,Route 22,Retailer 3,65046fa2fc13ae02b6fd59fc,200
Laptop,Distributor 4,4.14,3,rail,Route 22,Retailer 6,65046fa2fc13ae02b6fd59fd,480
Tablet,Distributor 2,4.99,4,road,Route 22,Retailer 2,65046fa2fc13ae02b6fd59fe,170
Phone,Distributor 1,3.14,1,road,Route 21,Retailer 4,65046fa2fc13ae02b6fd59ff,200
Laptop,Distributor 2,9.13,3,rail,Route 22,Retailer 1,65046fa2fc13ae02b6fd5a00,440
Tablet,Distributor 1,5.14,4,air,Route 26,Retailer 3,65046fa2fc13ae02b6fd5a01,200
Phone,Distributor 3,4.53,3,sea,Route 26,Retailer 3,65046fa2fc13ae02b6fd5a02,300
Laptop,Distributor 3,4.53,6,sea,Route 26,Retailer 1,65046fa2fc13ae02b6fd5a03,500
Tablet,Distributor 1,5.79,4,rail,Route 21,Retailer 5,65046fa2fc13ae02b6fd5a04,200
Phone,Distributor 3,4.52,2,air,Route 26,Retailer 6,65046fa2fc13ae02b6fd5a05,300
Laptop,Distributor 4,5.91,5,air,Route 26,Retailer 5,65046fa2fc13ae02b6fd5a06,480
Tablet,Distributor 2,9.0,2,sea,Route 26,Retailer 2,65046fa2fc13ae02b6fd5a07,170
Phone,Distributor 1,7.95,1,air,Route 26,Retailer 1,65046fa2fc13ae02b6fd5a08,200
Laptop,Distributor 2,3.39,5,air,Route 26,Retailer 3,65046fa2fc13ae02b6fd5a09,440
Tablet,Distributor 2,9.89,4,road,Route 24,Retailer 5,65046fa2fc13ae02b6fd5a0a,170
Phone,Distributor 3,9.48,3,sea,Route 26,Retailer 4,65046fa2fc13ae02b6fd5a0b,300
Laptop,Distributor 3,8.85,1,air,Route 26,Retailer 2,65046fa2fc13ae02b6fd5a0c,500
Tablet,Distributor 1,5.92,2,road,Route 24,Retailer 1,65046fa2fc13ae02b6fd5a0d,200
Phone,Distributor 1,7.43,6,road,Route 24,Retailer 4,65046fa2fc13ae02b6fd5a0e,200
Laptop,Distributor 3,3.12,6,air,Route 26,Retailer 2,65046fa2fc13ae02b6fd5a0f,500
Tablet,Distributor 4,6.24,1,air,Route 21,Retailer 6,65046fa2fc13ae02b6fd5a10,220
Phone,Distributor 1,8.24,1,road,Route 24,Retailer 5,65046fa2fc13ae02b6fd5a11,200
Laptop,Distributor 3,4.55,2,road,Route 22,Retailer 1,65046fa2fc13ae02b6fd5a12,500
Tablet,Distributor 1,5.58,3,rail,Route 21,Retailer 3,65046fa2fc13ae02b6fd5a13,200
Phone,Distributor 4,4.84,1,sea,Route 26,Retailer 5,65046fa2fc13ae02b6fd5a14,250
Laptop,Distributor 4,7.59,6,sea,Route 26,Retailer 1,65046fa2fc13ae02b6fd5a15,480
Tablet,Distributor 1,8.13,1,sea,Route 26,Retailer 2,65046fa2fc13ae02b6fd5a16,200
Phone,Distributor 3,8.25,2,road,Route 24,Retailer 1,65046fa2fc13ae02b6fd5a17,300
Laptop,Distributor 3,8.85,4,air,Route 21,Retailer 3,65046fa2fc13ae02b6fd5a18,500
Tablet,Distributor 3,5.7,5,road,Route 21,Retailer 2,65046fa2fc13ae02b6fd5a19,350
Phone,Distributor 2,8.71,4,road,Route 22,Retailer 6,65046fa2fc13ae02b6fd5a1a,190
Laptop,Distributor 2,3.82,4,air,Route 21,Retailer 4,65046fa2fc13ae02b6fd5a1b,440
Tablet,Distributor 2,9.04,3,road,Route 21,Retailer 3,65046fa2fc13ae02b6fd5a1c,170
Phone,Distributor 1,6.23,6,sea,Route 26,Retailer 6,65046fa2fc13ae02b6fd5a1d,200
Laptop,Distributor 4,5.66,6,road,Route 24,Retailer 3,65046fa2fc13ae02b6fd5a1e,480
Tablet,Distributor 1,9.3,1,air,Route 26,Retailer 4,65046fa2fc13ae02b6fd5a1f,200
Phone,Distributor 1,4.04,4,rail,Route 22,Retailer 1,65046fa2fc13ae02b6fd5a20,200
Laptop,Distributor 4,5.2,5,sea,Route 26,Retailer 1,65046fa2fc13ae02b6fd5a21,480
Tablet,Distributor 2,8.99,4,air,Route 26,Retailer 6,65046fa2fc13ae02b6fd5a22,170
Phone,Distributor 4,3.18,3,road,Route 23,Retailer 1,65046fa2fc13ae02b6fd5a23,250
