Product Type,Retailer name,Retailer product sold,Retailer shipping cost,Retailer shipping time,Retailer transport mode,Retailer routes ,Product ID,Retailer cost
Tablet,Retailer 2,yes,0.22,4,FedX,Route 32,65046fa2fc13ae02b6fd59b6,800
Phone,Retailer 5,yes,2.89,1,UPS,Route 34,65046fa2fc13ae02b6fd59b7,600
Laptop,Retailer 4,yes,1.71,4,UPS,Route 34,65046fa2fc13ae02b6fd59b8,1400
Tablet,Retailer 2,yes,0.77,5,UPS,Route 32,65046fa2fc13ae02b6fd59b9,800
Phone,Retailer 5,yes,0.29,1,UPS,Route 31,65046fa2fc13ae02b6fd59ba,600
Laptop,Retailer 6,yes,2.93,2,FedX,Route 36,65046fa2fc13ae02b6fd59bb,1100
Tablet,Retailer 4,yes,0.97,2,FedX,Route 36,65046fa2fc13ae02b6fd59bc,1000
Phone,Retailer 2,yes,2.71,3,UPS,Route 32,65046fa2fc13ae02b6fd59bd,620
Laptop,Retailer 2,yes,0.59,2,UPS,Route 34,65046fa2fc13ae02b6fd59be,1000
Tablet,Retailer 4,yes,2.55,4,FedX,Route 36,65046fa2fc13ae02b6fd59bf,1000
Phone,Retailer 1,yes,1.88,2,UPS,Route 31,65046fa2fc13ae02b6fd59c0,600
Laptop,Retailer 3,yes,1.94,2,UPS,Route 35,65046fa2fc13ae02b6fd59c1,1200
Tablet,Retailer 3,yes,2.62,2,FedX,Route 35,65046fa2fc13ae02b6fd59c2,700
Phone,Retailer 5,yes,0.34,1,FedX,Route 33,65046fa2fc13ae02b6fd59c3,600
Laptop,Retailer 3,yes,0.19,5,FedX,Route 34,65046fa2fc13ae02b6fd59c4,1200
Tablet,Retailer 3,yes,1.67,5,UPS,Route 31,65046fa2fc13ae02b6fd59c5,700
Phone,Retailer 2,yes,2.08,5,UPS,Route 33,65046fa2fc13ae02b6fd59c6,620
Laptop,Retailer 4,yes,2.66,3,UPS,Route 35,65046fa2fc13ae02b6fd59c7,1400
Tablet,Retailer 3,yes,2.4,2,FedX,Route 36,65046fa2fc13ae02b6fd59c8,700
Phone,Retailer 3,yes,2.54,1,UPS,Route 33,65046fa2fc13ae02b6fd59c9,650
Laptop,Retailer 2,yes,2.11,5,UPS,Route 33,65046fa2fc13ae02b6fd59ca,1000
Tablet,Retailer 2,yes,2.05,3,FedX,Route 32,65046fa2fc13ae02b6fd59cb,800
Phone,Retailer 2,no,2.8,4,FedX,Route 35,65046fa2fc13ae02b6fd59cc,620
Laptop,Retailer 3,yes,1.45,5,FedX,Route 35,65046fa2fc13ae02b6fd59cd,1200
Tablet,Retailer 4,yes,2.28,3,UPS,Route 33,65046fa2fc13ae02b6fd59ce,1000
Phone,Retailer 2,yes,2.2,2,UPS,Route 35,65046fa2fc13ae02b6fd59cf,620
Laptop,Retailer 1,yes,2.45,1,UPS,Route 36,65046fa2fc13ae02b6fd59d0,1070
Tablet,Retailer 2,yes,1.32,1,FedX,Route 32,65046fa2fc13ae02b6fd59d1,800
Phone,Retailer 5,yes,2.23,2,FedX,Route 36,65046fa2fc13ae02b6fd59d2,600
Laptop,Retailer 6,yes,0.12,5,UPS,Route 34,65046fa2fc13ae02b6fd59d3,1100
Tablet,Retailer 6,yes,0.84,4,UPS,Route 35,65046fa2fc13ae02b6fd59d4,820
Phone,Retailer 3,yes,2.3,5,UPS,Route 36,65046fa2fc13ae02b6fd59d5,650
Laptop,Retailer 4,yes,0.37,1,FedX,Route 32,65046fa2fc13ae02b6fd59d6,1400
Tablet,Retailer 1,yes,0.14,5,FedX,Route 36,65046fa2fc13ae02b6fd59d7,800
Phone,Retailer 4,yes,1.32,2,UPS,Route 34,65046fa2fc13ae02b6fd59d8,700
Laptop,Retailer 1,yes,2.95,1,FedX,Route 35,65046fa2fc13ae02b6fd59d9,1070
Tablet,Retailer 6,yes,2.91,3,UPS,Route 36,65046fa2fc13ae02b6fd59da,820
Phone,Retailer 1,yes,0.28,5,FedX,Route 36,65046fa2fc13ae02b6fd59db,600
Laptop,Retailer 4,yes,2.56,3,UPS,Route 34,65046fa2fc13ae02b6fd59dc,1400
Tablet,Retailer 6,yes,1.4,3,FedX,Route 32,65046fa2fc13ae02b6fd59dd,820
Phone,Retailer 3,yes,2.81,4,UPS,Route 35,65046fa2fc13ae02b6fd59de,650
Laptop,Retailer 1,yes,0.57,3,FedX,Route 33,65046fa2fc13ae02b6fd59df,1070
Tablet,Retailer 4,yes,2.97,5,UPS,Route 32,65046fa2fc13ae02b6fd59e0,1000
Phone,Retailer 6,yes,1.8,1,FedX,Route 33,65046fa2fc13ae02b6fd59e1,590
Laptop,Retailer 2,yes,1.58,5,UPS,Route 31,65046fa2fc13ae02b6fd59e2,1000
Tablet,Retailer 3,yes,1.69,3,FedX,Route 31,65046fa2fc13ae02b6fd59e3,700
Phone,Retailer 3,yes,0.16,5,FedX,Route 32,65046fa2fc13ae02b6fd59e4,650
Laptop,Retailer 4,yes,0.8,4,UPS,Route 32,65046fa2fc13ae02b6fd59e5,1400
Tablet,Retailer 2,no,2.93,4,UPS,Route 35,65046fa2fc13ae02b6fd59e6,800
Phone,Retailer 1,yes,0.09,2,FedX,Route 33,65046fa2fc13ae02b6fd59e7,600
Laptop,Retailer 2,yes,0.43,3,UPS,Route 34,65046fa2fc13ae02b6fd59e8,1000
Tablet,Retailer 5,yes,0.47,1,UPS,Route 31,65046fa2fc13ae02b6fd59e9,650
Phone,Retailer 2,yes,1.68,5,FedX,Route 33,65046fa2fc13ae02b6fd59ea,620
Laptop,Retailer 5,yes,0.16,5,UPS,Route 32,65046fa2fc13ae02b6fd59eb,1000
Tablet,Retailer 6,yes,1.78,3,UPS,Route 35,65046fa2fc13ae02b6fd59ec,820
Phone,Retailer 6,yes,1.27,4,UPS,Route 31,65046fa2fc13ae02b6fd59ed,590
Laptop,Retailer 5,yes,1.67,1,FedX,Route 32,65046fa2fc13ae02b6fd59ee,1000
Tablet,Retailer 3,yes,2.93,1,UPS,Route 31,65046fa2fc13ae02b6fd59ef,700
Phone,Retailer 3,yes,1.35,3,FedX,Route 36,65046fa2fc13ae02b6fd59f0,650
Laptop,Retailer 2,yes,0.42,1,FedX,Route 32,65046fa2fc13ae02b6fd59f1,1000
Tablet,Retailer 5,yes,1.91,3,FedX,Route 33,65046fa2fc13ae02b6fd59f2,650
Phone,Retailer 4,yes,1.37,4,UPS,Route 34,65046fa2fc13ae02b6fd59f3,700
Laptop,Retailer 5,yes,1.81,2,FedX,Route 34,65046fa2fc13ae02b6fd59f4,1000
Tablet,Retailer 5,yes,1.47,1,FedX,Route 31,65046fa2fc13ae02b6fd59f5,650
Phone,Retailer 2,no,0.89,2,FedX,Route 35,65046fa2fc13ae02b6fd59f6,620
Laptop,Retailer 1,yes,2.06,2,UPS,Route 32,65046fa2fc13ae02b6fd59f7,1070
Tablet,Retailer 2,yes,1.69,4,UPS,Route 35,65046fa2fc13ae02b6fd59f8,800
Phone,Retailer 3,yes,2.27,2,FedX,Route 32,65046fa2fc13ae02b6fd59f9,650
Laptop,Retailer 5,yes,2.21,5,UPS,Route 34,65046fa2fc13ae02b6fd59fa,1000
Tablet,Retailer 3,yes,2.41,3,FedX,Route 32,65046fa2fc13ae02b6fd59fb,700
Phone,Retailer 2,yes,0.66,1,UPS,Route 34,65046fa2fc13ae02b6fd59fc,620
Laptop,Retailer 3,yes,0.42,5,FedX,Route 31,65046fa2fc13ae02b6fd59fd,1200
Tablet,Retailer 1,yes,0.14,5,FedX,Route 31,65046fa2fc13ae02b6fd59fe,800
Phone,Retailer 3,yes,2.12,3,UPS,Route 31,65046fa2fc13ae02b6fd59ff,650
Laptop,Retailer 4,yes,2.64,3,UPS,Route 33,65046fa2fc13ae02b6fd5a00,1400
Tablet,Retailer 4,yes,2.36,3,UPS,Route 32,65046fa2fc13ae02b6fd5a01,1000
Phone,Retailer 6,yes,1.65,1,FedX,Route 33,65046fa2fc13ae02b6fd5a02,590
Laptop,Retailer 5,yes,2.12,4,FedX,Route 33,65046fa2fc13ae02b6fd5a03,1000
Tablet,Retailer 2,yes,1.78,3,FedX,Route 36,65046fa2fc13ae02b6fd5a04,800
Phone,Retailer 1,yes,2.15,1,FedX,Route 33,65046fa2fc13ae02b6fd5a05,600
Laptop,Retailer 1,yes,0.71,1,FedX,Route 31,65046fa2fc13ae02b6fd5a06,1070
Tablet,Retailer 6,yes,0.66,3,UPS,Route 32,65046fa2fc13ae02b6fd5a07,820
Phone,Retailer 3,no,1.62,1,FedX,Route 36,65046fa2fc13ae02b6fd5a08,650
Laptop,Retailer 2,yes,2.61,3,UPS,Route 34,65046fa2fc13ae02b6fd5a09,1000
Tablet,Retailer 6,yes,0.26,4,FedX,Route 32,65046fa2fc13ae02b6fd5a0a,820
Phone,Retailer 1,yes,2.33,4,UPS,Route 35,65046fa2fc13ae02b6fd5a0b,600
Laptop,Retailer 1,yes,2.46,3,FedX,Route 31,65046fa2fc13ae02b6fd5a0c,1070
Tablet,Retailer 4,yes,2.04,5,FedX,Route 36,65046fa2fc13ae02b6fd5a0d,1000
Phone,Retailer 1,yes,1.05,1,UPS,Route 33,65046fa2fc13ae02b6fd5a0e,600
Laptop,Retailer 3,yes,2.88,1,FedX,Route 34,65046fa2fc13ae02b6fd5a0f,1200
Tablet,Retailer 2,yes,1.21,3,UPS,Route 32,65046fa2fc13ae02b6fd5a10,800
Phone,Retailer 2,yes,0.75,3,FedX,Route 35,65046fa2fc13ae02b6fd5a11,620
Laptop,Retailer 3,yes,1.49,4,FedX,Route 32,65046fa2fc13ae02b6fd5a12,1200
Tablet,Retailer 4,yes,1.96,5,UPS,Route 34,65046fa2fc13ae02b6fd5a13,1000
Phone,Retailer 4,yes,1.8,3,FedX,Route 34,65046fa2fc13ae02b6fd5a14,700
Laptop,Retailer 1,yes,2.64,1,UPS,Route 31,65046fa2fc13ae02b6fd5a15,1070
Tablet,Retailer 1,yes,2.18,2,FedX,Route 32,65046fa2fc13ae02b6fd5a16,800
Phone,Retailer 1,yes,0.8,1,UPS,Route 33,65046fa2fc13ae02b6fd5a17,600
Laptop,Retailer 1,yes,2.18,1,UPS,Route 32,65046fa2fc13ae02b6fd5a18,1070
Tablet,Retailer 6,yes,1.03,4,UPS,Route 33,65046fa2fc13ae02b6fd5a19,820
Phone,Retailer 5,yes,2.12,5,FedX,Route 36,65046fa2fc13ae02b6fd5a1a,600
Laptop,Retailer 6,yes,2.05,5,UPS,Route 35,65046fa2fc13ae02b6fd5a1b,1100
Tablet,Retailer 4,yes,2.32,2,FedX,Route 36,65046fa2fc13ae02b6fd5a1c,1000
Phone,Retailer 6,yes,2.29,5,UPS,Route 35,65046fa2fc13ae02b6fd5a1d,590
Laptop,Retailer 1,yes,0.53,3,UPS,Route 34,65046fa2fc13ae02b6fd5a1e,1070
Tablet,Retailer 1,yes,0.66,1,FedX,Route 32,65046fa2fc13ae02b6fd5a1f,800
Phone,Retailer 1,yes,0.6,3,FedX,Route 31,65046fa2fc13ae02b6fd5a20,600
Laptop,Retailer 6,yes,1.39,2,FedX,Route 32,65046fa2fc13ae02b6fd5a21,1100
Tablet,Retailer 2,yes,1.84,1,UPS,Route 35,65046fa2fc13ae02b6fd5a22,800
Phone,Retailer 4,yes,2.48,4,FedX,Route 32,65046fa2fc13ae02b6fd5a23,700
Laptop,Retailer 2,yes,0.71,5,UPS,Route 32,65046fa2fc13ae02b6fd5a24,1000
Tablet,Retailer 1,yes,0.49,2,UPS,Route 35,65046fa2fc13ae02b6fd5a25,800
Phone,Retailer 6,yes,1.62,5,UPS,Route 32,65046fa2fc13ae02b6fd5a26,590
Laptop,Retailer 6,yes,1.62,5,UPS,Route 32,65046fa2fc13ae02b6fd5a27,1100
Tablet,Retailer 2,yes,1.58,1,FedX,Route 33,65046fa2fc13ae02b6fd5a28,800
Phone,Retailer 5,yes,2.82,3,UPS,Route 32,65046fa2fc13ae02b6fd5a29,600
Laptop,Retailer 2,yes,1.52,3,UPS,Route 36,65046fa2fc13ae02b6fd5a2a,1000
Tablet,Retailer 6,yes,1.4,2,UPS,Route 36,65046fa2fc13ae02b6fd5a2b,820
Phone,Retailer 1,yes,2.64,2,UPS,Route 34,65046fa2fc13ae02b6fd5a2c,600
Laptop,Retailer 5,yes,1.72,1,FedX,Route 34,65046fa2fc13ae02b6fd5a2d,1000
Tablet,Retailer 1,yes,0.51,1,FedX,Route 34,65046fa2fc13ae02b6fd5a2e,800
Phone,Retailer 6,yes,2.58,3,UPS,Route 33,65046fa2fc13ae02b6fd5a2f,590
Laptop,Retailer 3,yes,0.67,2,UPS,Route 33,65046fa2fc13ae02b6fd5a30,1200
Tablet,Retailer 3,yes,2.09,3,FedX,Route 35,65046fa2fc13ae02b6fd5a31,700
Phone,Retailer 6,yes,0.1,1,UPS,Route 33,65046fa2fc13ae02b6fd5a32,590
Laptop,Retailer 1,yes,1.92,5,FedX,Route 35,65046fa2fc13ae02b6fd5a33,1070
Tablet,Retailer 4,no,1.6,3,FedX,Route 35,65046fa2fc13ae02b6fd5a34,1000
Phone,Retailer 4,yes,0.7,5,FedX,Route 32,65046fa2fc13ae02b6fd5a35,700
Laptop,Retailer 6,yes,0.57,5,UPS,Route 34,65046fa2fc13ae02b6fd5a36,1100
Tablet,Retailer 5,yes,2.1,1,FedX,Route 32,65046fa2fc13ae02b6fd5a37,650
Phone,Retailer 5,yes,1.15,4,FedX,Route 32,65046fa2fc13ae02b6fd5a38,600
Laptop,Retailer 4,yes,1.05,5,UPS,Route 32,65046fa2fc13ae02b6fd5a39,1400
Tablet,Retailer 1,yes,0.15,3,FedX,Route 35,65046fa2fc13ae02b6fd5a3a,800
Phone,Retailer 1,yes,2.81,4,FedX,Route 32,65046fa2fc13ae02b6fd5a3b,600
Laptop,Retailer 4,yes,1.59,4,FedX,Route 32,65046fa2fc13ae02b6fd5a3c,1400
Tablet,Retailer 6,yes,0.29,2,UPS,Route 32,65046fa2fc13ae02b6fd5a3d,820
Phone,Retailer 2,yes,0.73,4,UPS,Route 31,65046fa2fc13ae02b6fd5a3e,620
Laptop,Retailer 1,yes,0.63,5,FedX,Route 32,65046fa2fc13ae02b6fd5a3f,1070
Tablet,Retailer 2,yes,1.3,2,UPS,Route 32,65046fa2fc13ae02b6fd5a40,800
Phone,Retailer 6,yes,2.37,1,FedX,Route 31,65046fa2fc13ae02b6fd5a41,590
Laptop,Retailer 5,yes,1.81,5,FedX,Route 35,65046fa2fc13ae02b6fd5a42,1000
Tablet,Retailer 4,yes,0.51,2,FedX,Route 31,65046fa2fc13ae02b6fd5a43,1000
Phone,Retailer 5,yes,0.95,4,UPS,Route 34,65046fa2fc13ae02b6fd5a44,600
Laptop,Retailer 6,yes,2.79,5,FedX,Route 36,65046fa2fc13ae02b6fd5a45,1100
Tablet,Retailer 4,yes,2.13,5,UPS,Route 36,65046fa2fc13ae02b6fd5a46,1000
Phone,Retailer 2,yes,0.1,1,UPS,Route 36,65046fa2fc13ae02b6fd5a47,620
Laptop,Retailer 6,yes,2.17,4,UPS,Route 35,65046fa2fc13ae02b6fd5a48,1100
Tablet,Retailer 2,no,1.0,4,UPS,Route 36,65046fa2fc13ae02b6fd5a49,800
Phone,Retailer 2,yes,0.1,2,UPS,Route 35,65046fa2fc13ae02b6fd5a4a,620
Laptop,Retailer 1,yes,0.58,5,FedX,Route 33,65046fa2fc13ae02b6fd5a4b,1070
Tablet,Retailer 1,yes,0.71,3,FedX,Route 36,65046fa2fc13ae02b6fd5a4c,800
Phone,Retailer 3,yes,0.86,5,UPS,Route 33,65046fa2fc13ae02b6fd5a4d,650
Laptop,Retailer 2,no,2.25,2,UPS,Route 31,65046fa2fc13ae02b6fd5a4e,1000
Tablet,Retailer 6,yes,1.94,2,UPS,Route 31,65046fa2fc13ae02b6fd5a4f,820
Phone,Retailer 3,yes,0.91,2,UPS,Route 32,65046fa2fc13ae02b6fd5a50,650
Laptop,Retailer 4,yes,1.85,5,FedX,Route 31,65046fa2fc13ae02b6fd5a51,1400
Tablet,Retailer 6,yes,0.43,2,FedX,Route 33,65046fa2fc13ae02b6fd5a52,820
Phone,Retailer 6,yes,1.28,5,FedX,Route 31,65046fa2fc13ae02b6fd5a53,590
Laptop,Retailer 2,yes,2.51,2,UPS,Route 32,65046fa2fc13ae02b6fd5a54,1000
Tablet,Retailer 4,yes,0.61,5,UPS,Route 31,65046fa2fc13ae02b6fd5a55,1000
Phone,Retailer 2,yes,0.31,5,FedX,Route 36,65046fa2fc13ae02b6fd5a56,620
Laptop,Retailer 5,yes,0.76,2,FedX,Route 31,65046fa2fc13ae02b6fd5a57,1000
Tablet,Retailer 6,yes,2.85,4,FedX,Route 34,65046fa2fc13ae02b6fd5a58,820
Phone,Retailer 2,yes,2.56,1,FedX,Route 33,65046fa2fc13ae02b6fd5a59,620
Laptop,Retailer 1,yes,2.65,2,UPS,Route 31,65046fa2fc13ae02b6fd5a5a,1070
Tablet,Retailer 4,yes,0.98,1,FedX,Route 31,65046fa2fc13ae02b6fd5a5b,1000
Phone,Retailer 5,yes,1.91,4,FedX,Route 32,65046fa2fc13ae02b6fd5a5c,600
Laptop,Retailer 3,yes,2.08,3,UPS,Route 32,65046fa2fc13ae02b6fd5a5d,1200
Tablet,Retailer 2,yes,2.28,2,UPS,Route 34,65046fa2fc13ae02b6fd5a5e,800
Phone,Retailer 1,yes,1.25,1,FedX,Route 34,65046fa2fc13ae02b6fd5a5f,600
Laptop,Retailer 6,yes,2.02,4,FedX,Route 34,65046fa2fc13ae02b6fd5a60,1100
Tablet,Retailer 2,yes,1.39,5,UPS,Route 31,65046fa2fc13ae02b6fd5a61,800
Phone,Retailer 4,yes,2.53,5,UPS,Route 31,65046fa2fc13ae02b6fd5a62,700
Laptop,Retailer 5,yes,2.55,4,UPS,Route 31,65046fa2fc13ae02b6fd5a63,1000
Tablet,Retailer 6,no,2.25,5,UPS,Route 32,65046fa2fc13ae02b6fd5a64,820
Phone,Retailer 1,yes,2.29,5,FedX,Route 35,65046fa2fc13ae02b6fd5a65,600
Laptop,Retailer 1,yes,1.68,1,FedX,Route 31,65046fa2fc13ae02b6fd5a66,1070
Tablet,Retailer 3,yes,1.93,4,FedX,Route 35,65046fa2fc13ae02b6fd5a67,700
Phone,Retailer 2,yes,0.17,1,FedX,Route 34,65046fa2fc13ae02b6fd5a68,620
Laptop,Retailer 3,no,0.79,1,FedX,Route 33,65046fa2fc13ae02b6fd5a69,1200
Tablet,Retailer 1,yes,1.9,2,UPS,Route 34,65046fa2fc13ae02b6fd5a6a,800
Phone,Retailer 6,yes,0.28,5,FedX,Route 33,65046fa2fc13ae02b6fd5a6b,590
Laptop,Retailer 2,yes,2.67,2,FedX,Route 33,65046fa2fc13ae02b6fd5a6c,1000
Tablet,Retailer 5,yes,1.25,5,FedX,Route 34,65046fa2fc13ae02b6fd5a6d,650
Phone,Retailer 3,yes,0.02,1,FedX,Route 32,65046fa2fc13ae02b6fd5a6e,650
Laptop,Retailer 6,no,1.08,2,FedX,Route 34,65046fa2fc13ae02b6fd5a6f,1100
Tablet,Retailer 4,yes,2.16,3,FedX,Route 31,65046fa2fc13ae02b6fd5a70,1000
Phone,Retailer 1,yes,0.19,3,FedX,Route 36,65046fa2fc13ae02b6fd5a71,600
Laptop,Retailer 5,yes,1.97,3,FedX,Route 36,65046fa2fc13ae02b6fd5a72,1000
Tablet,Retailer 5,yes,2.2,1,FedX,Route 31,65046fa2fc13ae02b6fd5a73,650
Phone,Retailer 1,yes,1.01,5,UPS,Route 36,65046fa2fc13ae02b6fd5a74,600
Laptop,Retailer 2,yes,1.76,5,UPS,Route 33,65046fa2fc13ae02b6fd5a75,1000
Tablet,Retailer 4,yes,0.7,5,UPS,Route 34,65046fa2fc13ae02b6fd5a76,1000
Phone,Retailer 4,yes,0.07,3,UPS,Route 35,65046fa2fc13ae02b6fd5a77,700
Laptop,Retailer 5,yes,1.97,4,FedX,Route 32,65046fa2fc13ae02b6fd5a78,1000
Tablet,Retailer 4,yes,1.7,2,FedX,Route 34,65046fa2fc13ae02b6fd5a79,1000
Phone,Retailer 4,yes,0.73,5,UPS,Route 36,65046fa2fc13ae02b6fd5a7a,700
Laptop,Retailer 5,yes,2.57,2,UPS,Route 33,65046fa2fc13ae02b6fd5a7b,1000
Tablet,Retailer 1,yes,2.52,2,UPS,Route 33,65046fa2fc13ae02b6fd5a7c,800
Phone,Retailer 6,yes,0.28,4,FedX,Route 31,65046fa2fc13ae02b6fd5a7d,590
Laptop,Retailer 2,yes,0.34,5,UPS,Route 33,65046fa2fc13ae02b6fd5a7e,1000
Tablet,Retailer 4,yes,0.53,3,UPS,Route 35,65046fa2fc13ae02b6fd5a7f,1000
Phone,Retailer 6,yes,2.28,3,UPS,Route 35,65046fa2fc13ae02b6fd5a80,590
Laptop,Retailer 4,no,1.22,2,FedX,Route 34,65046fa2fc13ae02b6fd5a81,1400
Tablet,Retailer 2,yes,2.72,3,UPS,Route 34,65046fa2fc13ae02b6fd5a82,800
Phone,Retailer 6,yes,1.66,5,FedX,Route 34,65046fa2fc13ae02b6fd5a83,590
Laptop,Retailer 2,yes,2.7,2,FedX,Route 31,65046fa2fc13ae02b6fd5a84,1000
Tablet,Retailer 3,yes,2.21,5,FedX,Route 35,65046fa2fc13ae02b6fd5a85,700
Phone,Retailer 4,yes,2.86,3,UPS,Route 32,65046fa2fc13ae02b6fd5a86,700
Laptop,Retailer 1,yes,2.64,5,UPS,Route 31,65046fa2fc13ae02b6fd5a87,1070
Tablet,Retailer 1,yes,2.86,3,FedX,Route 35,65046fa2fc13ae02b6fd5a88,800
Phone,Retailer 1,yes,2.6,1,UPS,Route 34,65046fa2fc13ae02b6fd5a89,600
Laptop,Retailer 6,yes,2.33,5,FedX,Route 32,65046fa2fc13ae02b6fd5a8a,1100
Tablet,Retailer 1,yes,1.81,4,UPS,Route 36,65046fa2fc13ae02b6fd5a8b,800
Phone,Retailer 2,yes,2.76,5,UPS,Route 32,65046fa2fc13ae02b6fd5a8c,620
Laptop,Retailer 4,yes,0.77,5,UPS,Route 35,65046fa2fc13ae02b6fd5a8d,1400
Tablet,Retailer 2,yes,2.71,1,UPS,Route 35,65046fa2fc13ae02b6fd5a8e,800
Phone,Retailer 4,yes,2.74,3,UPS,Route 31,65046fa2fc13ae02b6fd5a8f,700
Laptop,Retailer 4,yes,0.81,4,UPS,Route 31,65046fa2fc13ae02b6fd5a90,1400
Tablet,Retailer 6,yes,1.41,5,FedX,Route 36,65046fa2fc13ae02b6fd5a91,820
Phone,Retailer 6,yes,1.28,3,FedX,Route 31,65046fa2fc13ae02b6fd5a92,590
Laptop,Retailer 5,yes,1.84,5,UPS,Route 31,65046fa2fc13ae02b6fd5a93,1000
Tablet,Retailer 2,yes,0.17,4,UPS,Route 34,65046fa2fc13ae02b6fd5a94,800
Phone,Retailer 3,yes,0.24,4,FedX,Route 36,65046fa2fc13ae02b6fd5a95,650
Laptop,Retailer 5,yes,1.36,3,UPS,Route 34,65046fa2fc13ae02b6fd5a96,1000
Tablet,Retailer 1,yes,1.49,1,UPS,Route 35,65046fa2fc13ae02b6fd5a97,800
Phone,Retailer 5,yes,1.28,3,FedX,Route 34,65046fa2fc13ae02b6fd5a98,600
Laptop,Retailer 4,yes,0.99,1,FedX,Route 36,65046fa2fc13ae02b6fd5a99,1400
Tablet,Retailer 5,yes,1.04,4,UPS,Route 31,65046fa2fc13ae02b6fd5a9a,650
Phone,Retailer 1,yes,0.9,4,FedX,Route 34,65046fa2fc13ae02b6fd5a9b,600
Laptop,Retailer 5,yes,0.97,3,UPS,Route 36,65046fa2fc13ae02b6fd5a9c,1000
Tablet,Retailer 1,yes,2.39,3,UPS,Route 34,65046fa2fc13ae02b6fd5a9d,800
Phone,Retailer 1,yes,0.98,4,UPS,Route 34,65046fa2fc13ae02b6fd5a9e,600
Laptop,Retailer 6,yes,2.26,4,UPS,Route 36,65046fa2fc13ae02b6fd5a9f,1100
Tablet,Retailer 6,yes,2.61,5,FedX,Route 34,65046fa2fc13ae02b6fd5aa0,820
Phone,Retailer 6,yes,1.99,4,FedX,Route 32,65046fa2fc13ae02b6fd5aa1,590
Laptop,Retailer 1,yes,1.65,3,UPS,Route 35,65046fa2fc13ae02b6fd5aa2,1070
Tablet,Retailer 5,yes,0.17,5,UPS,Route 32,65046fa2fc13ae02b6fd5aa3,650
Phone,Retailer 3,yes,2.85,1,UPS,Route 35,65046fa2fc13ae02b6fd5aa4,650
Laptop,Retailer 2,yes,1.02,1,FedX,Route 35,65046fa2fc13ae02b6fd5aa5,1000
Tablet,Retailer 3,yes,1.31,4,UPS,Route 32,65046fa2fc13ae02b6fd5aa6,700
Phone,Retailer 1,yes,2.06,1,UPS,Route 35,65046fa2fc13ae02b6fd5aa7,600
Laptop,Retailer 6,yes,2.18,1,UPS,Route 36,65046fa2fc13ae02b6fd5aa8,1100
Tablet,Retailer 3,yes,1.95,3,FedX,Route 34,65046fa2fc13ae02b6fd5aa9,700
Phone,Retailer 5,yes,0.35,5,FedX,Route 32,65046fa2fc13ae02b6fd5aaa,600
Laptop,Retailer 3,yes,1.17,5,UPS,Route 31,65046fa2fc13ae02b6fd5aab,1200
Tablet,Retailer 6,yes,1.9,5,UPS,Route 35,65046fa2fc13ae02b6fd5aac,820
Phone,Retailer 6,yes,0.06,3,UPS,Route 33,65046fa2fc13ae02b6fd5aad,590
Laptop,Retailer 3,yes,1.17,2,UPS,Route 33,65046fa2fc13ae02b6fd5aae,1200
Tablet,Retailer 6,yes,0.34,4,UPS,Route 32,65046fa2fc13ae02b6fd5aaf,820
Phone,Retailer 5,yes,2.59,3,UPS,Route 33,65046fa2fc13ae02b6fd5ab0,600
Laptop,Retailer 6,yes,0.31,3,FedX,Route 36,65046fa2fc13ae02b6fd5ab1,1100
Tablet,Retailer 5,yes,0.9,5,FedX,Route 34,65046fa2fc13ae02b6fd5ab2,650
Phone,Retailer 3,yes,1.73,2,UPS,Route 34,65046fa2fc13ae02b6fd5ab3,650
Laptop,Retailer 3,yes,2.5,4,FedX,Route 31,65046fa2fc13ae02b6fd5ab4,1200
Tablet,Retailer 2,yes,0.42,1,UPS,Route 31,65046fa2fc13ae02b6fd5ab5,800
Phone,Retailer 1,yes,2.93,1,UPS,Route 32,65046fa2fc13ae02b6fd5ab6,600
Laptop,Retailer 5,yes,0.63,4,UPS,Route 31,65046fa2fc13ae02b6fd5ab7,1000
Tablet,Retailer 1,yes,0.13,4,UPS,Route 36,65046fa2fc13ae02b6fd5ab8,800
Phone,Retailer 1,no,0.67,3,UPS,Route 36,65046fa2fc13ae02b6fd5ab9,600
Laptop,Retailer 3,yes,2.68,4,UPS,Route 33,65046fa2fc13ae02b6fd5aba,1200
Tablet,Retailer 2,yes,1.87,2,UPS,Route 34,65046fa2fc13ae02b6fd5abb,800
Phone,Retailer 5,yes,0.2,5,FedX,Route 36,65046fa2fc13ae02b6fd5abc,600
Laptop,Retailer 1,yes,2.52,3,FedX,Route 32,65046fa2fc13ae02b6fd5abd,1070
Tablet,Retailer 1,yes,1.98,2,UPS,Route 34,65046fa2fc13ae02b6fd5abe,800
Phone,Retailer 3,yes,1.31,1,FedX,Route 31,65046fa2fc13ae02b6fd5abf,650
Laptop,Retailer 3,no,0.91,1,FedX,Route 33,65046fa2fc13ae02b6fd5ac0,1200
Tablet,Retailer 4,yes,0.32,1,FedX,Route 31,65046fa2fc13ae02b6fd5ac1,1000
Phone,Retailer 1,no,0.68,3,FedX,Route 35,65046fa2fc13ae02b6fd5ac2,600
Laptop,Retailer 4,yes,0.54,3,FedX,Route 35,65046fa2fc13ae02b6fd5ac3,1400
Tablet,Retailer 6,yes,0.67,5,UPS,Route 32,65046fa2fc13ae02b6fd5ac4,820
